DeathCOD39ICDCode39Desc,DeathCountyCountyName,Deaths,Population,SORT
Syphilis (A50-A53),Ashtabula,0,99779,242
Human immunodeficiency virus (HIV) disease (B20-B24),Ashtabula,4,99779,244
Malignant neoplasm of stomach (C16),Ashtabula,5,99779,246
Malignant neoplasms of colon rectum and anus (C18-C21),Ashtabula,19,99779,248
Malignant neoplasm of pancreas (C25),Ashtabula,16,99779,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashtabula,86,99779,252
Malignant neoplasm of breast (C50),Ashtabula,24,99779,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashtabula,11,99779,256
Malignant neoplasm of prostate (C61),Ashtabula,3,99779,258
Malignant neoplasms of urinary tract (C64-C68),Ashtabula,11,99779,260
Non-Hodgkin’s lymphoma (C82-C85),Ashtabula,9,99779,262
Leukemia (C91-C95),Ashtabula,7,99779,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashtabula,65,99779,266
Diabetes mellitus (E10-E14),Ashtabula,56,99779,268
Alzheimer’s disease (G30),Ashtabula,42,99779,270
Hypertensive heart disease with or without renal disease (I11I13),Ashtabula,15,99779,272
Ischemic heart diseases (I20-I25),Ashtabula,171,99779,274
Other diseases of heart (I00-I09I26-I51),Ashtabula,83,99779,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashtabula,10,99779,278
Cerebrovascular diseases (I60-I69),Ashtabula,60,99779,280
Atherosclerosis (I70),Ashtabula,3,99779,282
Other diseases of circulatory system (I71-I78),Ashtabula,4,99779,284
Influenza and pneumonia (J09-J18),Ashtabula,26,99779,286
Chronic lower respiratory diseases (J40-J47),Ashtabula,66,99779,288
Peptic ulcer (K25-K28),Ashtabula,1,99779,290
Chronic liver disease and cirrhosis (K70K73-K74),Ashtabula,17,99779,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashtabula,17,99779,294
Pregnancy childbirth and the puerperium (O00-O99),Ashtabula,0,99779,296
Certain conditions originating in the perinatal period (P00-P96),Ashtabula,3,99779,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashtabula,4,99779,300
Sudden infant death syndrome (R95),Ashtabula,0,99779,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashtabula,14,99779,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashtabula,262,99779,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashtabula,15,99779,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashtabula,36,99779,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashtabula,20,99779,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashtabula,7,99779,314
All other external causes (Y10-Y36Y87.2Y89),Ashtabula,1,99779,316
Tuberculosis (A16-A19),Athens,0,64628,320
Syphilis (A50-A53),Athens,0,64628,322
Human immunodeficiency virus (HIV) disease (B20-B24),Athens,0,64628,324
Malignant neoplasm of stomach (C16),Athens,2,64628,326
Malignant neoplasms of colon rectum and anus (C18-C21),Athens,10,64628,328
Malignant neoplasm of pancreas (C25),Athens,4,64628,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),Athens,33,64628,332
Malignant neoplasm of breast (C50),Athens,10,64628,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Athens,6,64628,336
Malignant neoplasm of prostate (C61),Athens,4,64628,338
Malignant neoplasms of urinary tract (C64-C68),Athens,3,64628,340
Non-Hodgkin’s lymphoma (C82-C85),Athens,2,64628,342
Leukemia (C91-C95),Athens,2,64628,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Athens,19,64628,346
Diabetes mellitus (E10-E14),Athens,9,64628,348
Alzheimer’s disease (G30),Athens,16,64628,350
Hypertensive heart disease with or without renal disease (I11I13),Athens,7,64628,352
Ischemic heart diseases (I20-I25),Athens,57,64628,354
Other diseases of heart (I00-I09I26-I51),Athens,34,64628,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),Athens,5,64628,358
Cerebrovascular diseases (I60-I69),Athens,20,64628,360
Atherosclerosis (I70),Athens,0,64628,362
Other diseases of circulatory system (I71-I78),Athens,2,64628,364
Influenza and pneumonia (J09-J18),Athens,15,64628,366
Chronic lower respiratory diseases (J40-J47),Athens,16,64628,368
Peptic ulcer (K25-K28),Athens,0,64628,370
Chronic liver disease and cirrhosis (K70K73-K74),Athens,8,64628,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Athens,8,64628,374
Pregnancy childbirth and the puerperium (O00-O99),Athens,0,64628,376
Certain conditions originating in the perinatal period (P00-P96),Athens,2,64628,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Athens,1,64628,380
Sudden infant death syndrome (R95),Athens,0,64628,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Athens,11,64628,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Athens,73,64628,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Athens,6,64628,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Athens,17,64628,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Athens,6,64628,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Athens,4,64628,394
All other external causes (Y10-Y36Y87.2Y89),Athens,0,64628,396
Tuberculosis (A16-A19),Auglaize,0,45820,400
Syphilis (A50-A53),Auglaize,0,45820,402
Human immunodeficiency virus (HIV) disease (B20-B24),Auglaize,0,45820,404
Malignant neoplasm of stomach (C16),Auglaize,1,45820,406
Malignant neoplasms of colon rectum and anus (C18-C21),Auglaize,8,45820,408
Malignant neoplasm of pancreas (C25),Auglaize,9,45820,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),Auglaize,38,45820,412
Malignant neoplasm of breast (C50),Auglaize,9,45820,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Auglaize,5,45820,416
Malignant neoplasm of prostate (C61),Auglaize,3,45820,418
Malignant neoplasms of urinary tract (C64-C68),Auglaize,7,45820,420
Non-Hodgkin’s lymphoma (C82-C85),Auglaize,4,45820,422
Leukemia (C91-C95),Auglaize,4,45820,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Auglaize,31,45820,426
Diabetes mellitus (E10-E14),Auglaize,17,45820,428
Alzheimer’s disease (G30),Auglaize,11,45820,430
Hypertensive heart disease with or without renal disease (I11I13),Auglaize,3,45820,432
Ischemic heart diseases (I20-I25),Auglaize,87,45820,434
Other diseases of heart (I00-I09I26-I51),Auglaize,30,45820,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),Auglaize,7,45820,438
Cerebrovascular diseases (I60-I69),Auglaize,18,45820,440
Atherosclerosis (I70),Auglaize,1,45820,442
Other diseases of circulatory system (I71-I78),Auglaize,1,45820,444
Influenza and pneumonia (J09-J18),Auglaize,10,45820,446
Chronic lower respiratory diseases (J40-J47),Auglaize,31,45820,448
Peptic ulcer (K25-K28),Auglaize,0,45820,450
Chronic liver disease and cirrhosis (K70K73-K74),Auglaize,5,45820,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Auglaize,6,45820,454
Pregnancy childbirth and the puerperium (O00-O99),Auglaize,0,45820,456
Certain conditions originating in the perinatal period (P00-P96),Auglaize,1,45820,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Auglaize,6,45820,460
Sudden infant death syndrome (R95),Auglaize,1,45820,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Auglaize,5,45820,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Auglaize,89,45820,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Auglaize,5,45820,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Auglaize,15,45820,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Auglaize,7,45820,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Auglaize,0,45820,474
All other external causes (Y10-Y36Y87.2Y89),Auglaize,1,45820,476
Tuberculosis (A16-A19),Belmont,0,69593,480
Syphilis (A50-A53),Belmont,0,69593,482
Human immunodeficiency virus (HIV) disease (B20-B24),Belmont,0,69593,484
Malignant neoplasm of stomach (C16),Belmont,4,69593,486
Malignant neoplasms of colon rectum and anus (C18-C21),Belmont,17,69593,488
Malignant neoplasm of pancreas (C25),Belmont,9,69593,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),Belmont,49,69593,492
Malignant neoplasm of breast (C50),Belmont,12,69593,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Belmont,11,69593,496
Malignant neoplasm of prostate (C61),Belmont,7,69593,498
Malignant neoplasms of urinary tract (C64-C68),Belmont,9,69593,500
Non-Hodgkin’s lymphoma (C82-C85),Belmont,9,69593,502
Leukemia (C91-C95),Belmont,9,69593,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Belmont,42,69593,506
Diabetes mellitus (E10-E14),Belmont,48,69593,508
Alzheimer’s disease (G30),Belmont,32,69593,510
Hypertensive heart disease with or without renal disease (I11I13),Belmont,15,69593,512
Ischemic heart diseases (I20-I25),Belmont,181,69593,514
Other diseases of heart (I00-I09I26-I51),Belmont,64,69593,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),Belmont,13,69593,518
Cerebrovascular diseases (I60-I69),Belmont,35,69593,520
Atherosclerosis (I70),Belmont,4,69593,522
Other diseases of circulatory system (I71-I78),Belmont,6,69593,524
Influenza and pneumonia (J09-J18),Belmont,14,69593,526
Chronic lower respiratory diseases (J40-J47),Belmont,57,69593,528
Peptic ulcer (K25-K28),Belmont,1,69593,530
Chronic liver disease and cirrhosis (K70K73-K74),Belmont,9,69593,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Belmont,19,69593,534
Pregnancy childbirth and the puerperium (O00-O99),Belmont,0,69593,536
Certain conditions originating in the perinatal period (P00-P96),Belmont,2,69593,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Belmont,3,69593,540
Sudden infant death syndrome (R95),Belmont,1,69593,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Belmont,7,69593,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Belmont,124,69593,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Belmont,10,69593,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Belmont,34,69593,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Belmont,13,69593,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Belmont,1,69593,554
All other external causes (Y10-Y36Y87.2Y89),Belmont,3,69593,556
Tuberculosis (A16-A19),Brown,0,44125,560
Syphilis (A50-A53),Brown,0,44125,562
Human immunodeficiency virus (HIV) disease (B20-B24),Brown,0,44125,564
Malignant neoplasm of stomach (C16),Brown,0,44125,566
Malignant neoplasms of colon rectum and anus (C18-C21),Brown,12,44125,568
Malignant neoplasm of pancreas (C25),Brown,4,44125,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),Brown,39,44125,572
Malignant neoplasm of breast (C50),Brown,8,44125,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Brown,2,44125,576
Malignant neoplasm of prostate (C61),Brown,3,44125,578
Malignant neoplasms of urinary tract (C64-C68),Brown,8,44125,580
Non-Hodgkin’s lymphoma (C82-C85),Brown,2,44125,582
Leukemia (C91-C95),Brown,2,44125,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Brown,28,44125,586
Diabetes mellitus (E10-E14),Brown,10,44125,588
Alzheimer’s disease (G30),Brown,19,44125,590
Hypertensive heart disease with or without renal disease (I11I13),Brown,5,44125,592
Ischemic heart diseases (I20-I25),Brown,85,44125,594
Other diseases of heart (I00-I09I26-I51),Brown,35,44125,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),Brown,3,44125,598
Cerebrovascular diseases (I60-I69),Brown,30,44125,600
Atherosclerosis (I70),Brown,2,44125,602
Other diseases of circulatory system (I71-I78),Brown,1,44125,604
Influenza and pneumonia (J09-J18),Brown,11,44125,606
Chronic lower respiratory diseases (J40-J47),Brown,36,44125,608
Peptic ulcer (K25-K28),Brown,1,44125,610
Chronic liver disease and cirrhosis (K70K73-K74),Brown,6,44125,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Brown,11,44125,614
Pregnancy childbirth and the puerperium (O00-O99),Brown,0,44125,616
Certain conditions originating in the perinatal period (P00-P96),Brown,3,44125,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Brown,1,44125,620
Sudden infant death syndrome (R95),Brown,0,44125,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Brown,4,44125,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Brown,88,44125,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Brown,7,44125,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Brown,21,44125,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Brown,10,44125,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Brown,3,44125,634
All other external causes (Y10-Y36Y87.2Y89),Brown,1,44125,636
Tuberculosis (A16-A19),Butler,0,371497,640
Syphilis (A50-A53),Butler,0,371497,642
Human immunodeficiency virus (HIV) disease (B20-B24),Butler,3,371497,644
Malignant neoplasm of stomach (C16),Butler,10,371497,646
Malignant neoplasms of colon rectum and anus (C18-C21),Butler,68,371497,648
Malignant neoplasm of pancreas (C25),Butler,54,371497,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),Butler,237,371497,652
Malignant neoplasm of breast (C50),Butler,51,371497,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Butler,39,371497,656
Malignant neoplasm of prostate (C61),Butler,30,371497,658
Malignant neoplasms of urinary tract (C64-C68),Butler,43,371497,660
Non-Hodgkin’s lymphoma (C82-C85),Butler,26,371497,662
Leukemia (C91-C95),Butler,27,371497,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Butler,164,371497,666
Diabetes mellitus (E10-E14),Butler,87,371497,668
Alzheimer’s disease (G30),Butler,115,371497,670
Hypertensive heart disease with or without renal disease (I11I13),Butler,23,371497,672
Ischemic heart diseases (I20-I25),Butler,370,371497,674
Other diseases of heart (I00-I09I26-I51),Butler,204,371497,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),Butler,35,371497,678
Cerebrovascular diseases (I60-I69),Butler,166,371497,680
Atherosclerosis (I70),Butler,4,371497,682
Other diseases of circulatory system (I71-I78),Butler,23,371497,684
Influenza and pneumonia (J09-J18),Butler,73,371497,686
Chronic lower respiratory diseases (J40-J47),Butler,206,371497,688
Peptic ulcer (K25-K28),Butler,6,371497,690
Chronic liver disease and cirrhosis (K70K73-K74),Butler,38,371497,692
