DeathCOD39ICDCode39Desc,DeathCountyCountyName,Deaths,Population,SORT
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Allen,56,103691,106
Diabetes mellitus (E10-E14),Allen,38,103691,108
Alzheimer’s disease (G30),Allen,39,103691,110
Hypertensive heart disease with or without renal disease (I11I13),Allen,13,103691,112
Ischemic heart diseases (I20-I25),Allen,170,103691,114
Other diseases of heart (I00-I09I26-I51),Allen,77,103691,116
Essential (primary) hypertension and hypertensive renal disease (I10I12),Allen,15,103691,118
Cerebrovascular diseases (I60-I69),Allen,48,103691,120
Atherosclerosis (I70),Allen,4,103691,122
Other diseases of circulatory system (I71-I78),Allen,8,103691,124
Influenza and pneumonia (J09-J18),Allen,49,103691,126
Chronic lower respiratory diseases (J40-J47),Allen,69,103691,128
Peptic ulcer (K25-K28),Allen,1,103691,130
Chronic liver disease and cirrhosis (K70K73-K74),Allen,18,103691,132
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Allen,18,103691,134
Pregnancy childbirth and the puerperium (O00-O99),Allen,0,103691,136
Certain conditions originating in the perinatal period (P00-P96),Allen,6,103691,138
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Allen,4,103691,140
Sudden infant death syndrome (R95),Allen,1,103691,142
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Allen,5,103691,144
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Allen,221,103691,146
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Allen,13,103691,148
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Allen,55,103691,150
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Allen,15,103691,152
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Allen,7,103691,154
All other external causes (Y10-Y36Y87.2Y89),Allen,0,103691,156
Tuberculosis (A16-A19),Ashland,0,53487,160
Syphilis (A50-A53),Ashland,0,53487,162
Human immunodeficiency virus (HIV) disease (B20-B24),Ashland,0,53487,164
Malignant neoplasm of stomach (C16),Ashland,0,53487,166
Malignant neoplasms of colon rectum and anus (C18-C21),Ashland,15,53487,168
Malignant neoplasm of pancreas (C25),Ashland,6,53487,170
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashland,35,53487,172
Malignant neoplasm of breast (C50),Ashland,12,53487,174
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashland,2,53487,176
Malignant neoplasm of prostate (C61),Ashland,6,53487,178
Malignant neoplasms of urinary tract (C64-C68),Ashland,7,53487,180
Non-Hodgkin’s lymphoma (C82-C85),Ashland,3,53487,182
Leukemia (C91-C95),Ashland,3,53487,184
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashland,21,53487,186
Diabetes mellitus (E10-E14),Ashland,22,53487,188
Alzheimer’s disease (G30),Ashland,48,53487,190
Hypertensive heart disease with or without renal disease (I11I13),Ashland,6,53487,192
Ischemic heart diseases (I20-I25),Ashland,88,53487,194
Other diseases of heart (I00-I09I26-I51),Ashland,58,53487,196
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashland,14,53487,198
Cerebrovascular diseases (I60-I69),Ashland,35,53487,200
Atherosclerosis (I70),Ashland,2,53487,202
Other diseases of circulatory system (I71-I78),Ashland,4,53487,204
Influenza and pneumonia (J09-J18),Ashland,5,53487,206
Chronic lower respiratory diseases (J40-J47),Ashland,48,53487,208
Peptic ulcer (K25-K28),Ashland,1,53487,210
Chronic liver disease and cirrhosis (K70K73-K74),Ashland,8,53487,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashland,8,53487,214
Pregnancy childbirth and the puerperium (O00-O99),Ashland,0,53487,216
Certain conditions originating in the perinatal period (P00-P96),Ashland,1,53487,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashland,8,53487,220
Sudden infant death syndrome (R95),Ashland,1,53487,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashland,4,53487,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashland,99,53487,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashland,7,53487,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashland,15,53487,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashland,6,53487,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashland,2,53487,234
All other external causes (Y10-Y36Y87.2Y89),Ashland,9,53487,236
Tuberculosis (A16-A19),Ashtabula,0,98172,240
Syphilis (A50-A53),Ashtabula,0,98172,242
Human immunodeficiency virus (HIV) disease (B20-B24),Ashtabula,1,98172,244
Malignant neoplasm of stomach (C16),Ashtabula,3,98172,246
Malignant neoplasms of colon rectum and anus (C18-C21),Ashtabula,25,98172,248
Malignant neoplasm of pancreas (C25),Ashtabula,18,98172,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashtabula,87,98172,252
Malignant neoplasm of breast (C50),Ashtabula,17,98172,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashtabula,13,98172,256
Malignant neoplasm of prostate (C61),Ashtabula,11,98172,258
Malignant neoplasms of urinary tract (C64-C68),Ashtabula,10,98172,260
Non-Hodgkin’s lymphoma (C82-C85),Ashtabula,5,98172,262
Leukemia (C91-C95),Ashtabula,15,98172,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashtabula,59,98172,266
Diabetes mellitus (E10-E14),Ashtabula,44,98172,268
Alzheimer’s disease (G30),Ashtabula,36,98172,270
Hypertensive heart disease with or without renal disease (I11I13),Ashtabula,13,98172,272
Ischemic heart diseases (I20-I25),Ashtabula,170,98172,274
Other diseases of heart (I00-I09I26-I51),Ashtabula,84,98172,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashtabula,9,98172,278
Cerebrovascular diseases (I60-I69),Ashtabula,53,98172,280
Atherosclerosis (I70),Ashtabula,3,98172,282
Other diseases of circulatory system (I71-I78),Ashtabula,10,98172,284
Influenza and pneumonia (J09-J18),Ashtabula,34,98172,286
Chronic lower respiratory diseases (J40-J47),Ashtabula,69,98172,288
Peptic ulcer (K25-K28),Ashtabula,1,98172,290
Chronic liver disease and cirrhosis (K70K73-K74),Ashtabula,13,98172,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashtabula,17,98172,294
Pregnancy childbirth and the puerperium (O00-O99),Ashtabula,0,98172,296
Certain conditions originating in the perinatal period (P00-P96),Ashtabula,1,98172,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashtabula,4,98172,300
Sudden infant death syndrome (R95),Ashtabula,0,98172,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashtabula,12,98172,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashtabula,233,98172,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashtabula,18,98172,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashtabula,60,98172,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashtabula,19,98172,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashtabula,3,98172,314
All other external causes (Y10-Y36Y87.2Y89),Ashtabula,2,98172,316
Tuberculosis (A16-A19),Athens,0,66402,320
Syphilis (A50-A53),Athens,0,66402,322
Human immunodeficiency virus (HIV) disease (B20-B24),Athens,2,66402,324
Malignant neoplasm of stomach (C16),Athens,0,66402,326
Malignant neoplasms of colon rectum and anus (C18-C21),Athens,15,66402,328
Malignant neoplasm of pancreas (C25),Athens,4,66402,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),Athens,33,66402,332
Malignant neoplasm of breast (C50),Athens,5,66402,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Athens,5,66402,336
Malignant neoplasm of prostate (C61),Athens,1,66402,338
Malignant neoplasms of urinary tract (C64-C68),Athens,4,66402,340
Non-Hodgkin’s lymphoma (C82-C85),Athens,5,66402,342
Leukemia (C91-C95),Athens,2,66402,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Athens,26,66402,346
Diabetes mellitus (E10-E14),Athens,20,66402,348
Alzheimer’s disease (G30),Athens,10,66402,350
Hypertensive heart disease with or without renal disease (I11I13),Athens,6,66402,352
Ischemic heart diseases (I20-I25),Athens,66,66402,354
Other diseases of heart (I00-I09I26-I51),Athens,33,66402,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),Athens,5,66402,358
Cerebrovascular diseases (I60-I69),Athens,22,66402,360
Atherosclerosis (I70),Athens,3,66402,362
Other diseases of circulatory system (I71-I78),Athens,1,66402,364
Influenza and pneumonia (J09-J18),Athens,14,66402,366
Chronic lower respiratory diseases (J40-J47),Athens,33,66402,368
Peptic ulcer (K25-K28),Athens,1,66402,370
Chronic liver disease and cirrhosis (K70K73-K74),Athens,9,66402,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Athens,7,66402,374
Pregnancy childbirth and the puerperium (O00-O99),Athens,0,66402,376
Certain conditions originating in the perinatal period (P00-P96),Athens,2,66402,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Athens,2,66402,380
Sudden infant death syndrome (R95),Athens,2,66402,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Athens,5,66402,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Athens,83,66402,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Athens,6,66402,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Athens,20,66402,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Athens,10,66402,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Athens,0,66402,394
All other external causes (Y10-Y36Y87.2Y89),Athens,1,66402,396
Tuberculosis (A16-A19),Auglaize,0,45772,400
Syphilis (A50-A53),Auglaize,0,45772,402
Human immunodeficiency virus (HIV) disease (B20-B24),Auglaize,0,45772,404
Malignant neoplasm of stomach (C16),Auglaize,1,45772,406
Malignant neoplasms of colon rectum and anus (C18-C21),Auglaize,9,45772,408
Malignant neoplasm of pancreas (C25),Auglaize,4,45772,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),Auglaize,21,45772,412
Malignant neoplasm of breast (C50),Auglaize,11,45772,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Auglaize,6,45772,416
Malignant neoplasm of prostate (C61),Auglaize,8,45772,418
Malignant neoplasms of urinary tract (C64-C68),Auglaize,7,45772,420
Non-Hodgkin’s lymphoma (C82-C85),Auglaize,3,45772,422
Leukemia (C91-C95),Auglaize,7,45772,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Auglaize,22,45772,426
Diabetes mellitus (E10-E14),Auglaize,23,45772,428
Alzheimer’s disease (G30),Auglaize,14,45772,430
Hypertensive heart disease with or without renal disease (I11I13),Auglaize,7,45772,432
Ischemic heart diseases (I20-I25),Auglaize,98,45772,434
Other diseases of heart (I00-I09I26-I51),Auglaize,38,45772,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),Auglaize,4,45772,438
Cerebrovascular diseases (I60-I69),Auglaize,24,45772,440
Atherosclerosis (I70),Auglaize,0,45772,442
Other diseases of circulatory system (I71-I78),Auglaize,0,45772,444
Influenza and pneumonia (J09-J18),Auglaize,10,45772,446
Chronic lower respiratory diseases (J40-J47),Auglaize,34,45772,448
Peptic ulcer (K25-K28),Auglaize,2,45772,450
Chronic liver disease and cirrhosis (K70K73-K74),Auglaize,6,45772,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Auglaize,5,45772,454
Pregnancy childbirth and the puerperium (O00-O99),Auglaize,1,45772,456
Certain conditions originating in the perinatal period (P00-P96),Auglaize,2,45772,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Auglaize,3,45772,460
Sudden infant death syndrome (R95),Auglaize,0,45772,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Auglaize,2,45772,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Auglaize,111,45772,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Auglaize,1,45772,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Auglaize,18,45772,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Auglaize,6,45772,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Auglaize,1,45772,474
All other external causes (Y10-Y36Y87.2Y89),Auglaize,0,45772,476
Tuberculosis (A16-A19),Belmont,0,68642,480
Syphilis (A50-A53),Belmont,0,68642,482
Human immunodeficiency virus (HIV) disease (B20-B24),Belmont,0,68642,484
Malignant neoplasm of stomach (C16),Belmont,1,68642,486
Malignant neoplasms of colon rectum and anus (C18-C21),Belmont,17,68642,488
Malignant neoplasm of pancreas (C25),Belmont,12,68642,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),Belmont,55,68642,492
Malignant neoplasm of breast (C50),Belmont,13,68642,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Belmont,4,68642,496
Malignant neoplasm of prostate (C61),Belmont,7,68642,498
Malignant neoplasms of urinary tract (C64-C68),Belmont,8,68642,500
Non-Hodgkin’s lymphoma (C82-C85),Belmont,10,68642,502
Leukemia (C91-C95),Belmont,11,68642,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Belmont,50,68642,506
Diabetes mellitus (E10-E14),Belmont,42,68642,508
Alzheimer’s disease (G30),Belmont,29,68642,510
Hypertensive heart disease with or without renal disease (I11I13),Belmont,11,68642,512
Ischemic heart diseases (I20-I25),Belmont,157,68642,514
Other diseases of heart (I00-I09I26-I51),Belmont,78,68642,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),Belmont,12,68642,518
Cerebrovascular diseases (I60-I69),Belmont,46,68642,520
Atherosclerosis (I70),Belmont,5,68642,522
Other diseases of circulatory system (I71-I78),Belmont,5,68642,524
Influenza and pneumonia (J09-J18),Belmont,21,68642,526
Chronic lower respiratory diseases (J40-J47),Belmont,51,68642,528
Peptic ulcer (K25-K28),Belmont,2,68642,530
Chronic liver disease and cirrhosis (K70K73-K74),Belmont,8,68642,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Belmont,21,68642,534
Pregnancy childbirth and the puerperium (O00-O99),Belmont,0,68642,536
Certain conditions originating in the perinatal period (P00-P96),Belmont,1,68642,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Belmont,1,68642,540
Sudden infant death syndrome (R95),Belmont,0,68642,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Belmont,17,68642,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Belmont,137,68642,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Belmont,7,68642,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Belmont,40,68642,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Belmont,10,68642,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Belmont,1,68642,554
All other external causes (Y10-Y36Y87.2Y89),Belmont,0,68642,556
Tuberculosis (A16-A19),Brown,0,43660,560
Syphilis (A50-A53),Brown,0,43660,562
Human immunodeficiency virus (HIV) disease (B20-B24),Brown,0,43660,564
Malignant neoplasm of stomach (C16),Brown,1,43660,566
Malignant neoplasms of colon rectum and anus (C18-C21),Brown,14,43660,568
Malignant neoplasm of pancreas (C25),Brown,8,43660,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),Brown,45,43660,572
Malignant neoplasm of breast (C50),Brown,4,43660,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Brown,9,43660,576
Malignant neoplasm of prostate (C61),Brown,3,43660,578
Malignant neoplasms of urinary tract (C64-C68),Brown,7,43660,580
Non-Hodgkin’s lymphoma (C82-C85),Brown,2,43660,582
Leukemia (C91-C95),Brown,4,43660,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Brown,32,43660,586
Diabetes mellitus (E10-E14),Brown,19,43660,588
Alzheimer’s disease (G30),Brown,35,43660,590
Hypertensive heart disease with or without renal disease (I11I13),Brown,11,43660,592
Ischemic heart diseases (I20-I25),Brown,59,43660,594
Other diseases of heart (I00-I09I26-I51),Brown,36,43660,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),Brown,4,43660,598
Cerebrovascular diseases (I60-I69),Brown,27,43660,600
Atherosclerosis (I70),Brown,0,43660,602
Other diseases of circulatory system (I71-I78),Brown,5,43660,604
Influenza and pneumonia (J09-J18),Brown,10,43660,606
Chronic lower respiratory diseases (J40-J47),Brown,39,43660,608
Peptic ulcer (K25-K28),Brown,1,43660,610
Chronic liver disease and cirrhosis (K70K73-K74),Brown,7,43660,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Brown,9,43660,614
Pregnancy childbirth and the puerperium (O00-O99),Brown,0,43660,616
Certain conditions originating in the perinatal period (P00-P96),Brown,1,43660,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Brown,1,43660,620
Sudden infant death syndrome (R95),Brown,1,43660,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Brown,4,43660,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Brown,74,43660,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Brown,8,43660,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Brown,29,43660,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Brown,11,43660,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Brown,1,43660,634
All other external causes (Y10-Y36Y87.2Y89),Brown,0,43660,636
Tuberculosis (A16-A19),Butler,1,378527,640
Syphilis (A50-A53),Butler,0,378527,642
Human immunodeficiency virus (HIV) disease (B20-B24),Butler,1,378527,644
Malignant neoplasm of stomach (C16),Butler,10,378527,646
Malignant neoplasms of colon rectum and anus (C18-C21),Butler,68,378527,648
Malignant neoplasm of pancreas (C25),Butler,39,378527,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),Butler,202,378527,652
Malignant neoplasm of breast (C50),Butler,38,378527,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Butler,34,378527,656
Malignant neoplasm of prostate (C61),Butler,34,378527,658
Malignant neoplasms of urinary tract (C64-C68),Butler,37,378527,660
Non-Hodgkin’s lymphoma (C82-C85),Butler,25,378527,662
Leukemia (C91-C95),Butler,21,378527,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Butler,206,378527,666
Diabetes mellitus (E10-E14),Butler,88,378527,668
Alzheimer’s disease (G30),Butler,115,378527,670
Hypertensive heart disease with or without renal disease (I11I13),Butler,43,378527,672
Ischemic heart diseases (I20-I25),Butler,357,378527,674
Other diseases of heart (I00-I09I26-I51),Butler,280,378527,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),Butler,30,378527,678
Cerebrovascular diseases (I60-I69),Butler,190,378527,680
Atherosclerosis (I70),Butler,1,378527,682
Other diseases of circulatory system (I71-I78),Butler,27,378527,684
Influenza and pneumonia (J09-J18),Butler,68,378527,686
Chronic lower respiratory diseases (J40-J47),Butler,186,378527,688
Peptic ulcer (K25-K28),Butler,3,378527,690
Chronic liver disease and cirrhosis (K70K73-K74),Butler,39,378527,692
