DeathCOD39ICDCode39Desc,DeathAgeGroupNCHSAgeNCHS,Deaths,Population,SORT
Sudden infant death syndrome (R95),15-24,0,1534354,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),15-24,13,1534354,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),15-24,113,1534354,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),15-24,243,1534354,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),15-24,418,1534354,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),15-24,244,1534354,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),15-24,213,1534354,314
All other external causes (Y10-Y36Y87.2Y89),15-24,23,1534354,316
Tuberculosis (A16-A19),25-34,0,1528329,320
Syphilis (A50-A53),25-34,0,1528329,322
Human immunodeficiency virus (HIV) disease (B20-B24),25-34,17,1528329,324
Malignant neoplasm of stomach (C16),25-34,4,1528329,326
Malignant neoplasms of colon rectum and anus (C18-C21),25-34,12,1528329,328
Malignant neoplasm of pancreas (C25),25-34,2,1528329,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),25-34,6,1528329,332
Malignant neoplasm of breast (C50),25-34,12,1528329,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),25-34,8,1528329,336
Malignant neoplasm of prostate (C61),25-34,0,1528329,338
Malignant neoplasms of urinary tract (C64-C68),25-34,4,1528329,340
Non-Hodgkin’s lymphoma (C82-C85),25-34,1,1528329,342
Leukemia (C91-C95),25-34,16,1528329,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),25-34,57,1528329,346
Diabetes mellitus (E10-E14),25-34,32,1528329,348
Alzheimer’s disease (G30),25-34,0,1528329,350
Hypertensive heart disease with or without renal disease (I11I13),25-34,22,1528329,352
Ischemic heart diseases (I20-I25),25-34,32,1528329,354
Other diseases of heart (I00-I09I26-I51),25-34,108,1528329,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),25-34,6,1528329,358
Cerebrovascular diseases (I60-I69),25-34,25,1528329,360
Atherosclerosis (I70),25-34,0,1528329,362
Other diseases of circulatory system (I71-I78),25-34,4,1528329,364
Influenza and pneumonia (J09-J18),25-34,13,1528329,366
Chronic lower respiratory diseases (J40-J47),25-34,16,1528329,368
Peptic ulcer (K25-K28),25-34,0,1528329,370
Chronic liver disease and cirrhosis (K70K73-K74),25-34,33,1528329,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),25-34,8,1528329,374
Pregnancy childbirth and the puerperium (O00-O99),25-34,24,1528329,376
Certain conditions originating in the perinatal period (P00-P96),25-34,0,1528329,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),25-34,18,1528329,380
Sudden infant death syndrome (R95),25-34,0,1528329,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),25-34,27,1528329,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),25-34,259,1528329,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),25-34,211,1528329,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),25-34,1431,1528329,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),25-34,296,1528329,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),25-34,257,1528329,394
All other external causes (Y10-Y36Y87.2Y89),25-34,35,1528329,396
Tuberculosis (A16-A19),35-44,1,1381868,400
Syphilis (A50-A53),35-44,0,1381868,402
Human immunodeficiency virus (HIV) disease (B20-B24),35-44,19,1381868,404
Malignant neoplasm of stomach (C16),35-44,11,1381868,406
Malignant neoplasms of colon rectum and anus (C18-C21),35-44,66,1381868,408
Malignant neoplasm of pancreas (C25),35-44,17,1381868,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),35-44,47,1381868,412
Malignant neoplasm of breast (C50),35-44,73,1381868,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),35-44,29,1381868,416
Malignant neoplasm of prostate (C61),35-44,0,1381868,418
Malignant neoplasms of urinary tract (C64-C68),35-44,11,1381868,420
Non-Hodgkin’s lymphoma (C82-C85),35-44,16,1381868,422
Leukemia (C91-C95),35-44,21,1381868,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),35-44,149,1381868,426
Diabetes mellitus (E10-E14),35-44,97,1381868,428
Alzheimer’s disease (G30),35-44,0,1381868,430
Hypertensive heart disease with or without renal disease (I11I13),35-44,79,1381868,432
Ischemic heart diseases (I20-I25),35-44,209,1381868,434
Other diseases of heart (I00-I09I26-I51),35-44,167,1381868,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),35-44,13,1381868,438
Cerebrovascular diseases (I60-I69),35-44,67,1381868,440
Atherosclerosis (I70),35-44,1,1381868,442
Other diseases of circulatory system (I71-I78),35-44,23,1381868,444
Influenza and pneumonia (J09-J18),35-44,38,1381868,446
Chronic lower respiratory diseases (J40-J47),35-44,34,1381868,448
Peptic ulcer (K25-K28),35-44,1,1381868,450
Chronic liver disease and cirrhosis (K70K73-K74),35-44,104,1381868,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),35-44,25,1381868,454
Pregnancy childbirth and the puerperium (O00-O99),35-44,9,1381868,456
Certain conditions originating in the perinatal period (P00-P96),35-44,0,1381868,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),35-44,20,1381868,460
Sudden infant death syndrome (R95),35-44,0,1381868,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),35-44,26,1381868,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),35-44,478,1381868,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),35-44,176,1381868,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),35-44,1405,1381868,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),35-44,300,1381868,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),35-44,126,1381868,474
All other external causes (Y10-Y36Y87.2Y89),35-44,29,1381868,476
Tuberculosis (A16-A19),45-54,2,1520309,480
Syphilis (A50-A53),45-54,0,1520309,482
Human immunodeficiency virus (HIV) disease (B20-B24),45-54,31,1520309,484
Malignant neoplasm of stomach (C16),45-54,32,1520309,486
Malignant neoplasms of colon rectum and anus (C18-C21),45-54,199,1520309,488
Malignant neoplasm of pancreas (C25),45-54,105,1520309,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),45-54,428,1520309,492
Malignant neoplasm of breast (C50),45-54,208,1520309,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),45-54,100,1520309,496
Malignant neoplasm of prostate (C61),45-54,16,1520309,498
Malignant neoplasms of urinary tract (C64-C68),45-54,57,1520309,500
Non-Hodgkin’s lymphoma (C82-C85),45-54,38,1520309,502
Leukemia (C91-C95),45-54,40,1520309,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),45-54,521,1520309,506
Diabetes mellitus (E10-E14),45-54,256,1520309,508
Alzheimer’s disease (G30),45-54,7,1520309,510
Hypertensive heart disease with or without renal disease (I11I13),45-54,192,1520309,512
Ischemic heart diseases (I20-I25),45-54,800,1520309,514
Other diseases of heart (I00-I09I26-I51),45-54,417,1520309,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),45-54,77,1520309,518
Cerebrovascular diseases (I60-I69),45-54,200,1520309,520
Atherosclerosis (I70),45-54,6,1520309,522
Other diseases of circulatory system (I71-I78),45-54,47,1520309,524
Influenza and pneumonia (J09-J18),45-54,72,1520309,526
Chronic lower respiratory diseases (J40-J47),45-54,216,1520309,528
Peptic ulcer (K25-K28),45-54,8,1520309,530
Chronic liver disease and cirrhosis (K70K73-K74),45-54,312,1520309,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),45-54,94,1520309,534
Pregnancy childbirth and the puerperium (O00-O99),45-54,2,1520309,536
Certain conditions originating in the perinatal period (P00-P96),45-54,1,1520309,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),45-54,29,1520309,540
Sudden infant death syndrome (R95),45-54,0,1520309,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),45-54,64,1520309,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),45-54,1078,1520309,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),45-54,172,1520309,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),45-54,1264,1520309,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),45-54,308,1520309,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),45-54,98,1520309,554
All other external causes (Y10-Y36Y87.2Y89),45-54,26,1520309,556
Tuberculosis (A16-A19),55-64,2,1611120,560
Syphilis (A50-A53),55-64,0,1611120,562
Human immunodeficiency virus (HIV) disease (B20-B24),55-64,39,1611120,564
Malignant neoplasm of stomach (C16),55-64,75,1611120,566
Malignant neoplasms of colon rectum and anus (C18-C21),55-64,397,1611120,568
Malignant neoplasm of pancreas (C25),55-64,368,1611120,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),55-64,1559,1611120,572
Malignant neoplasm of breast (C50),55-64,346,1611120,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),55-64,250,1611120,576
Malignant neoplasm of prostate (C61),55-64,118,1611120,578
Malignant neoplasms of urinary tract (C64-C68),55-64,209,1611120,580
Non-Hodgkin’s lymphoma (C82-C85),55-64,109,1611120,582
Leukemia (C91-C95),55-64,146,1611120,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),55-64,1528,1611120,586
Diabetes mellitus (E10-E14),55-64,669,1611120,588
Alzheimer’s disease (G30),55-64,54,1611120,590
Hypertensive heart disease with or without renal disease (I11I13),55-64,345,1611120,592
Ischemic heart diseases (I20-I25),55-64,2219,1611120,594
Other diseases of heart (I00-I09I26-I51),55-64,1005,1611120,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),55-64,156,1611120,598
Cerebrovascular diseases (I60-I69),55-64,512,1611120,600
Atherosclerosis (I70),55-64,17,1611120,602
Other diseases of circulatory system (I71-I78),55-64,105,1611120,604
Influenza and pneumonia (J09-J18),55-64,216,1611120,606
Chronic lower respiratory diseases (J40-J47),55-64,1018,1611120,608
Peptic ulcer (K25-K28),55-64,25,1611120,610
Chronic liver disease and cirrhosis (K70K73-K74),55-64,550,1611120,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),55-64,244,1611120,614
Pregnancy childbirth and the puerperium (O00-O99),55-64,0,1611120,616
Certain conditions originating in the perinatal period (P00-P96),55-64,0,1611120,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),55-64,61,1611120,620
Sudden infant death syndrome (R95),55-64,0,1611120,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),55-64,132,1611120,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),55-64,2579,1611120,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),55-64,169,1611120,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),55-64,1040,1611120,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),55-64,268,1611120,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),55-64,52,1611120,634
All other external causes (Y10-Y36Y87.2Y89),55-64,24,1611120,636
Tuberculosis (A16-A19),65-74,4,1119178,640
Syphilis (A50-A53),65-74,0,1119178,642
Human immunodeficiency virus (HIV) disease (B20-B24),65-74,17,1119178,644
Malignant neoplasm of stomach (C16),65-74,84,1119178,646
Malignant neoplasms of colon rectum and anus (C18-C21),65-74,572,1119178,648
Malignant neoplasm of pancreas (C25),65-74,563,1119178,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),65-74,2177,1119178,652
Malignant neoplasm of breast (C50),65-74,458,1119178,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),65-74,368,1119178,656
Malignant neoplasm of prostate (C61),65-74,311,1119178,658
Malignant neoplasms of urinary tract (C64-C68),65-74,343,1119178,660
Non-Hodgkin’s lymphoma (C82-C85),65-74,220,1119178,662
Leukemia (C91-C95),65-74,222,1119178,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),65-74,1955,1119178,666
Diabetes mellitus (E10-E14),65-74,1004,1119178,668
Alzheimer’s disease (G30),65-74,288,1119178,670
Hypertensive heart disease with or without renal disease (I11I13),65-74,315,1119178,672
Ischemic heart diseases (I20-I25),65-74,2996,1119178,674
Other diseases of heart (I00-I09I26-I51),65-74,1603,1119178,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),65-74,205,1119178,678
Cerebrovascular diseases (I60-I69),65-74,931,1119178,680
Atherosclerosis (I70),65-74,38,1119178,682
Other diseases of circulatory system (I71-I78),65-74,225,1119178,684
Influenza and pneumonia (J09-J18),65-74,381,1119178,686
Chronic lower respiratory diseases (J40-J47),65-74,1915,1119178,688
Peptic ulcer (K25-K28),65-74,23,1119178,690
