DeathCOD39ICDCode39Desc,DeathCountyCountyName,Deaths,Population,SORT
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Allen,9,106518,144
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Allen,185,106518,146
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Allen,12,106518,148
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Allen,24,106518,150
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Allen,10,106518,152
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Allen,7,106518,154
All other external causes (Y10-Y36Y87.2Y89),Allen,0,106518,156
Tuberculosis (A16-A19),Ashland,0,53305,160
Syphilis (A50-A53),Ashland,0,53305,162
Human immunodeficiency virus (HIV) disease (B20-B24),Ashland,0,53305,164
Malignant neoplasm of stomach (C16),Ashland,2,53305,166
Malignant neoplasms of colon rectum and anus (C18-C21),Ashland,16,53305,168
Malignant neoplasm of pancreas (C25),Ashland,8,53305,170
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashland,41,53305,172
Malignant neoplasm of breast (C50),Ashland,11,53305,174
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashland,6,53305,176
Malignant neoplasm of prostate (C61),Ashland,9,53305,178
Malignant neoplasms of urinary tract (C64-C68),Ashland,12,53305,180
Non-Hodgkin’s lymphoma (C82-C85),Ashland,4,53305,182
Leukemia (C91-C95),Ashland,4,53305,184
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashland,23,53305,186
Diabetes mellitus (E10-E14),Ashland,21,53305,188
Alzheimer’s disease (G30),Ashland,28,53305,190
Hypertensive heart disease with or without renal disease (I11I13),Ashland,7,53305,192
Ischemic heart diseases (I20-I25),Ashland,99,53305,194
Other diseases of heart (I00-I09I26-I51),Ashland,24,53305,196
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashland,14,53305,198
Cerebrovascular diseases (I60-I69),Ashland,31,53305,200
Atherosclerosis (I70),Ashland,4,53305,202
Other diseases of circulatory system (I71-I78),Ashland,5,53305,204
Influenza and pneumonia (J09-J18),Ashland,4,53305,206
Chronic lower respiratory diseases (J40-J47),Ashland,36,53305,208
Peptic ulcer (K25-K28),Ashland,0,53305,210
Chronic liver disease and cirrhosis (K70K73-K74),Ashland,7,53305,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashland,6,53305,214
Pregnancy childbirth and the puerperium (O00-O99),Ashland,0,53305,216
Certain conditions originating in the perinatal period (P00-P96),Ashland,1,53305,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashland,2,53305,220
Sudden infant death syndrome (R95),Ashland,1,53305,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashland,6,53305,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashland,70,53305,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashland,12,53305,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashland,10,53305,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashland,6,53305,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashland,1,53305,234
All other external causes (Y10-Y36Y87.2Y89),Ashland,4,53305,236
Tuberculosis (A16-A19),Ashtabula,0,101584,240
Syphilis (A50-A53),Ashtabula,0,101584,242
Human immunodeficiency virus (HIV) disease (B20-B24),Ashtabula,3,101584,244
Malignant neoplasm of stomach (C16),Ashtabula,5,101584,246
Malignant neoplasms of colon rectum and anus (C18-C21),Ashtabula,18,101584,248
Malignant neoplasm of pancreas (C25),Ashtabula,16,101584,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashtabula,76,101584,252
Malignant neoplasm of breast (C50),Ashtabula,14,101584,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashtabula,12,101584,256
Malignant neoplasm of prostate (C61),Ashtabula,20,101584,258
Malignant neoplasms of urinary tract (C64-C68),Ashtabula,16,101584,260
Non-Hodgkin’s lymphoma (C82-C85),Ashtabula,10,101584,262
Leukemia (C91-C95),Ashtabula,11,101584,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashtabula,61,101584,266
Diabetes mellitus (E10-E14),Ashtabula,35,101584,268
Alzheimer’s disease (G30),Ashtabula,27,101584,270
Hypertensive heart disease with or without renal disease (I11I13),Ashtabula,10,101584,272
Ischemic heart diseases (I20-I25),Ashtabula,203,101584,274
Other diseases of heart (I00-I09I26-I51),Ashtabula,56,101584,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashtabula,8,101584,278
Cerebrovascular diseases (I60-I69),Ashtabula,52,101584,280
Atherosclerosis (I70),Ashtabula,1,101584,282
Other diseases of circulatory system (I71-I78),Ashtabula,8,101584,284
Influenza and pneumonia (J09-J18),Ashtabula,19,101584,286
Chronic lower respiratory diseases (J40-J47),Ashtabula,82,101584,288
Peptic ulcer (K25-K28),Ashtabula,0,101584,290
Chronic liver disease and cirrhosis (K70K73-K74),Ashtabula,13,101584,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashtabula,23,101584,294
Pregnancy childbirth and the puerperium (O00-O99),Ashtabula,0,101584,296
Certain conditions originating in the perinatal period (P00-P96),Ashtabula,4,101584,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashtabula,4,101584,300
Sudden infant death syndrome (R95),Ashtabula,4,101584,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashtabula,8,101584,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashtabula,186,101584,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashtabula,16,101584,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashtabula,48,101584,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashtabula,14,101584,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashtabula,2,101584,314
All other external causes (Y10-Y36Y87.2Y89),Ashtabula,3,101584,316
Tuberculosis (A16-A19),Athens,0,64618,320
Syphilis (A50-A53),Athens,0,64618,322
Human immunodeficiency virus (HIV) disease (B20-B24),Athens,2,64618,324
Malignant neoplasm of stomach (C16),Athens,2,64618,326
Malignant neoplasms of colon rectum and anus (C18-C21),Athens,4,64618,328
Malignant neoplasm of pancreas (C25),Athens,7,64618,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),Athens,30,64618,332
Malignant neoplasm of breast (C50),Athens,4,64618,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Athens,6,64618,336
Malignant neoplasm of prostate (C61),Athens,5,64618,338
Malignant neoplasms of urinary tract (C64-C68),Athens,3,64618,340
Non-Hodgkin’s lymphoma (C82-C85),Athens,3,64618,342
Leukemia (C91-C95),Athens,5,64618,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Athens,30,64618,346
Diabetes mellitus (E10-E14),Athens,14,64618,348
Alzheimer’s disease (G30),Athens,13,64618,350
Hypertensive heart disease with or without renal disease (I11I13),Athens,4,64618,352
Ischemic heart diseases (I20-I25),Athens,73,64618,354
Other diseases of heart (I00-I09I26-I51),Athens,28,64618,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),Athens,4,64618,358
Cerebrovascular diseases (I60-I69),Athens,21,64618,360
Atherosclerosis (I70),Athens,3,64618,362
Other diseases of circulatory system (I71-I78),Athens,3,64618,364
Influenza and pneumonia (J09-J18),Athens,11,64618,366
Chronic lower respiratory diseases (J40-J47),Athens,35,64618,368
Peptic ulcer (K25-K28),Athens,1,64618,370
Chronic liver disease and cirrhosis (K70K73-K74),Athens,7,64618,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Athens,16,64618,374
Pregnancy childbirth and the puerperium (O00-O99),Athens,0,64618,376
Certain conditions originating in the perinatal period (P00-P96),Athens,1,64618,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Athens,2,64618,380
Sudden infant death syndrome (R95),Athens,0,64618,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Athens,13,64618,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Athens,82,64618,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Athens,9,64618,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Athens,17,64618,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Athens,6,64618,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Athens,1,64618,394
All other external causes (Y10-Y36Y87.2Y89),Athens,1,64618,396
Tuberculosis (A16-A19),Auglaize,0,45996,400
Syphilis (A50-A53),Auglaize,0,45996,402
Human immunodeficiency virus (HIV) disease (B20-B24),Auglaize,0,45996,404
Malignant neoplasm of stomach (C16),Auglaize,0,45996,406
Malignant neoplasms of colon rectum and anus (C18-C21),Auglaize,14,45996,408
Malignant neoplasm of pancreas (C25),Auglaize,9,45996,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),Auglaize,28,45996,412
Malignant neoplasm of breast (C50),Auglaize,9,45996,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Auglaize,11,45996,416
Malignant neoplasm of prostate (C61),Auglaize,2,45996,418
Malignant neoplasms of urinary tract (C64-C68),Auglaize,11,45996,420
Non-Hodgkin’s lymphoma (C82-C85),Auglaize,5,45996,422
Leukemia (C91-C95),Auglaize,2,45996,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Auglaize,21,45996,426
Diabetes mellitus (E10-E14),Auglaize,14,45996,428
Alzheimer’s disease (G30),Auglaize,23,45996,430
Hypertensive heart disease with or without renal disease (I11I13),Auglaize,2,45996,432
Ischemic heart diseases (I20-I25),Auglaize,97,45996,434
Other diseases of heart (I00-I09I26-I51),Auglaize,33,45996,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),Auglaize,4,45996,438
Cerebrovascular diseases (I60-I69),Auglaize,25,45996,440
Atherosclerosis (I70),Auglaize,0,45996,442
Other diseases of circulatory system (I71-I78),Auglaize,2,45996,444
Influenza and pneumonia (J09-J18),Auglaize,10,45996,446
Chronic lower respiratory diseases (J40-J47),Auglaize,25,45996,448
Peptic ulcer (K25-K28),Auglaize,1,45996,450
Chronic liver disease and cirrhosis (K70K73-K74),Auglaize,0,45996,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Auglaize,9,45996,454
Pregnancy childbirth and the puerperium (O00-O99),Auglaize,0,45996,456
Certain conditions originating in the perinatal period (P00-P96),Auglaize,0,45996,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Auglaize,1,45996,460
Sudden infant death syndrome (R95),Auglaize,1,45996,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Auglaize,5,45996,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Auglaize,70,45996,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Auglaize,14,45996,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Auglaize,10,45996,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Auglaize,3,45996,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Auglaize,0,45996,474
All other external causes (Y10-Y36Y87.2Y89),Auglaize,0,45996,476
Tuberculosis (A16-A19),Belmont,0,70439,480
Syphilis (A50-A53),Belmont,0,70439,482
Human immunodeficiency virus (HIV) disease (B20-B24),Belmont,0,70439,484
Malignant neoplasm of stomach (C16),Belmont,3,70439,486
Malignant neoplasms of colon rectum and anus (C18-C21),Belmont,12,70439,488
Malignant neoplasm of pancreas (C25),Belmont,7,70439,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),Belmont,50,70439,492
Malignant neoplasm of breast (C50),Belmont,9,70439,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Belmont,5,70439,496
Malignant neoplasm of prostate (C61),Belmont,5,70439,498
Malignant neoplasms of urinary tract (C64-C68),Belmont,16,70439,500
Non-Hodgkin’s lymphoma (C82-C85),Belmont,7,70439,502
Leukemia (C91-C95),Belmont,8,70439,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Belmont,61,70439,506
Diabetes mellitus (E10-E14),Belmont,40,70439,508
Alzheimer’s disease (G30),Belmont,28,70439,510
Hypertensive heart disease with or without renal disease (I11I13),Belmont,13,70439,512
Ischemic heart diseases (I20-I25),Belmont,193,70439,514
Other diseases of heart (I00-I09I26-I51),Belmont,47,70439,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),Belmont,13,70439,518
Cerebrovascular diseases (I60-I69),Belmont,38,70439,520
Atherosclerosis (I70),Belmont,11,70439,522
Other diseases of circulatory system (I71-I78),Belmont,6,70439,524
Influenza and pneumonia (J09-J18),Belmont,11,70439,526
Chronic lower respiratory diseases (J40-J47),Belmont,52,70439,528
Peptic ulcer (K25-K28),Belmont,0,70439,530
Chronic liver disease and cirrhosis (K70K73-K74),Belmont,5,70439,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Belmont,10,70439,534
Pregnancy childbirth and the puerperium (O00-O99),Belmont,0,70439,536
Certain conditions originating in the perinatal period (P00-P96),Belmont,1,70439,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Belmont,0,70439,540
Sudden infant death syndrome (R95),Belmont,2,70439,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Belmont,10,70439,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Belmont,141,70439,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Belmont,7,70439,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Belmont,22,70439,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Belmont,17,70439,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Belmont,3,70439,554
All other external causes (Y10-Y36Y87.2Y89),Belmont,0,70439,556
Tuberculosis (A16-A19),Brown,0,44740,560
Syphilis (A50-A53),Brown,0,44740,562
Human immunodeficiency virus (HIV) disease (B20-B24),Brown,1,44740,564
Malignant neoplasm of stomach (C16),Brown,0,44740,566
Malignant neoplasms of colon rectum and anus (C18-C21),Brown,9,44740,568
Malignant neoplasm of pancreas (C25),Brown,11,44740,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),Brown,44,44740,572
Malignant neoplasm of breast (C50),Brown,7,44740,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Brown,1,44740,576
Malignant neoplasm of prostate (C61),Brown,3,44740,578
Malignant neoplasms of urinary tract (C64-C68),Brown,5,44740,580
Non-Hodgkin’s lymphoma (C82-C85),Brown,6,44740,582
Leukemia (C91-C95),Brown,3,44740,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Brown,20,44740,586
Diabetes mellitus (E10-E14),Brown,13,44740,588
Alzheimer’s disease (G30),Brown,20,44740,590
Hypertensive heart disease with or without renal disease (I11I13),Brown,1,44740,592
Ischemic heart diseases (I20-I25),Brown,61,44740,594
Other diseases of heart (I00-I09I26-I51),Brown,23,44740,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),Brown,2,44740,598
Cerebrovascular diseases (I60-I69),Brown,19,44740,600
Atherosclerosis (I70),Brown,0,44740,602
Other diseases of circulatory system (I71-I78),Brown,5,44740,604
Influenza and pneumonia (J09-J18),Brown,17,44740,606
Chronic lower respiratory diseases (J40-J47),Brown,20,44740,608
Peptic ulcer (K25-K28),Brown,1,44740,610
Chronic liver disease and cirrhosis (K70K73-K74),Brown,5,44740,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Brown,10,44740,614
Pregnancy childbirth and the puerperium (O00-O99),Brown,0,44740,616
Certain conditions originating in the perinatal period (P00-P96),Brown,5,44740,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Brown,3,44740,620
Sudden infant death syndrome (R95),Brown,0,44740,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Brown,18,44740,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Brown,58,44740,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Brown,5,44740,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Brown,30,44740,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Brown,6,44740,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Brown,2,44740,634
All other external causes (Y10-Y36Y87.2Y89),Brown,2,44740,636
Tuberculosis (A16-A19),Butler,0,366633,640
Syphilis (A50-A53),Butler,0,366633,642
Human immunodeficiency virus (HIV) disease (B20-B24),Butler,4,366633,644
Malignant neoplasm of stomach (C16),Butler,11,366633,646
Malignant neoplasms of colon rectum and anus (C18-C21),Butler,61,366633,648
Malignant neoplasm of pancreas (C25),Butler,40,366633,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),Butler,210,366633,652
Malignant neoplasm of breast (C50),Butler,51,366633,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Butler,38,366633,656
Malignant neoplasm of prostate (C61),Butler,29,366633,658
Malignant neoplasms of urinary tract (C64-C68),Butler,35,366633,660
Non-Hodgkin’s lymphoma (C82-C85),Butler,28,366633,662
Leukemia (C91-C95),Butler,33,366633,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Butler,154,366633,666
Diabetes mellitus (E10-E14),Butler,79,366633,668
Alzheimer’s disease (G30),Butler,108,366633,670
Hypertensive heart disease with or without renal disease (I11I13),Butler,30,366633,672
Ischemic heart diseases (I20-I25),Butler,451,366633,674
Other diseases of heart (I00-I09I26-I51),Butler,178,366633,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),Butler,30,366633,678
Cerebrovascular diseases (I60-I69),Butler,163,366633,680
Atherosclerosis (I70),Butler,7,366633,682
Other diseases of circulatory system (I71-I78),Butler,24,366633,684
Influenza and pneumonia (J09-J18),Butler,70,366633,686
Chronic lower respiratory diseases (J40-J47),Butler,198,366633,688
Peptic ulcer (K25-K28),Butler,7,366633,690
Chronic liver disease and cirrhosis (K70K73-K74),Butler,39,366633,692
