DeathCOD39ICDCode39Desc,DeathAgeGroupNCHSAgeNCHS,Deaths,Population,SORT
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),1-4,7,559225,144
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),1-4,26,559225,146
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1-4,7,559225,148
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),1-4,38,559225,150
Intentional self-harm (suicide) (*U03X60-X84Y87.0),1-4,0,559225,152
Assault (homicide) (*U01-*U02X85-Y09Y87.1),1-4,21,559225,154
All other external causes (Y10-Y36Y87.2Y89),1-4,4,559225,156
Tuberculosis (A16-A19),5-14,0,1468691,160
Syphilis (A50-A53),5-14,0,1468691,162
Human immunodeficiency virus (HIV) disease (B20-B24),5-14,0,1468691,164
Malignant neoplasm of stomach (C16),5-14,0,1468691,166
Malignant neoplasms of colon rectum and anus (C18-C21),5-14,0,1468691,168
Malignant neoplasm of pancreas (C25),5-14,0,1468691,170
Malignant neoplasms of trachea bronchus and lung (C33-C34),5-14,0,1468691,172
Malignant neoplasm of breast (C50),5-14,0,1468691,174
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),5-14,0,1468691,176
Malignant neoplasm of prostate (C61),5-14,0,1468691,178
Malignant neoplasms of urinary tract (C64-C68),5-14,0,1468691,180
Non-Hodgkin’s lymphoma (C82-C85),5-14,1,1468691,182
Leukemia (C91-C95),5-14,6,1468691,184
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),5-14,25,1468691,186
Diabetes mellitus (E10-E14),5-14,1,1468691,188
Alzheimer’s disease (G30),5-14,0,1468691,190
Hypertensive heart disease with or without renal disease (I11I13),5-14,0,1468691,192
Ischemic heart diseases (I20-I25),5-14,1,1468691,194
Other diseases of heart (I00-I09I26-I51),5-14,6,1468691,196
Essential (primary) hypertension and hypertensive renal disease (I10I12),5-14,0,1468691,198
Cerebrovascular diseases (I60-I69),5-14,7,1468691,200
Atherosclerosis (I70),5-14,0,1468691,202
Other diseases of circulatory system (I71-I78),5-14,0,1468691,204
Influenza and pneumonia (J09-J18),5-14,3,1468691,206
Chronic lower respiratory diseases (J40-J47),5-14,10,1468691,208
Peptic ulcer (K25-K28),5-14,0,1468691,210
Chronic liver disease and cirrhosis (K70K73-K74),5-14,0,1468691,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5-14,0,1468691,214
Pregnancy childbirth and the puerperium (O00-O99),5-14,1,1468691,216
Certain conditions originating in the perinatal period (P00-P96),5-14,0,1468691,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),5-14,16,1468691,220
Sudden infant death syndrome (R95),5-14,0,1468691,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),5-14,5,1468691,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),5-14,45,1468691,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),5-14,24,1468691,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),5-14,22,1468691,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),5-14,14,1468691,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),5-14,14,1468691,234
All other external causes (Y10-Y36Y87.2Y89),5-14,4,1468691,236
Tuberculosis (A16-A19),15-24,0,1563147,240
Syphilis (A50-A53),15-24,0,1563147,242
Human immunodeficiency virus (HIV) disease (B20-B24),15-24,3,1563147,244
Malignant neoplasm of stomach (C16),15-24,2,1563147,246
Malignant neoplasms of colon rectum and anus (C18-C21),15-24,1,1563147,248
Malignant neoplasm of pancreas (C25),15-24,0,1563147,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),15-24,1,1563147,252
Malignant neoplasm of breast (C50),15-24,1,1563147,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),15-24,2,1563147,256
Malignant neoplasm of prostate (C61),15-24,0,1563147,258
Malignant neoplasms of urinary tract (C64-C68),15-24,0,1563147,260
Non-Hodgkin’s lymphoma (C82-C85),15-24,1,1563147,262
Leukemia (C91-C95),15-24,9,1563147,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),15-24,32,1563147,266
Diabetes mellitus (E10-E14),15-24,6,1563147,268
Alzheimer’s disease (G30),15-24,0,1563147,270
Hypertensive heart disease with or without renal disease (I11I13),15-24,2,1563147,272
Ischemic heart diseases (I20-I25),15-24,4,1563147,274
Other diseases of heart (I00-I09I26-I51),15-24,34,1563147,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),15-24,0,1563147,278
Cerebrovascular diseases (I60-I69),15-24,6,1563147,280
Atherosclerosis (I70),15-24,0,1563147,282
Other diseases of circulatory system (I71-I78),15-24,1,1563147,284
Influenza and pneumonia (J09-J18),15-24,6,1563147,286
Chronic lower respiratory diseases (J40-J47),15-24,9,1563147,288
Peptic ulcer (K25-K28),15-24,0,1563147,290
Chronic liver disease and cirrhosis (K70K73-K74),15-24,1,1563147,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),15-24,0,1563147,294
Pregnancy childbirth and the puerperium (O00-O99),15-24,7,1563147,296
Certain conditions originating in the perinatal period (P00-P96),15-24,0,1563147,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),15-24,16,1563147,300
Sudden infant death syndrome (R95),15-24,0,1563147,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),15-24,12,1563147,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),15-24,94,1563147,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),15-24,233,1563147,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),15-24,308,1563147,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),15-24,210,1563147,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),15-24,172,1563147,314
All other external causes (Y10-Y36Y87.2Y89),15-24,22,1563147,316
Tuberculosis (A16-A19),25-34,0,1487427,320
Syphilis (A50-A53),25-34,0,1487427,322
Human immunodeficiency virus (HIV) disease (B20-B24),25-34,9,1487427,324
Malignant neoplasm of stomach (C16),25-34,5,1487427,326
Malignant neoplasms of colon rectum and anus (C18-C21),25-34,19,1487427,328
Malignant neoplasm of pancreas (C25),25-34,3,1487427,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),25-34,8,1487427,332
Malignant neoplasm of breast (C50),25-34,9,1487427,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),25-34,12,1487427,336
Malignant neoplasm of prostate (C61),25-34,0,1487427,338
Malignant neoplasms of urinary tract (C64-C68),25-34,5,1487427,340
Non-Hodgkin’s lymphoma (C82-C85),25-34,8,1487427,342
Leukemia (C91-C95),25-34,14,1487427,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),25-34,70,1487427,346
Diabetes mellitus (E10-E14),25-34,37,1487427,348
Alzheimer’s disease (G30),25-34,0,1487427,350
Hypertensive heart disease with or without renal disease (I11I13),25-34,21,1487427,352
Ischemic heart diseases (I20-I25),25-34,52,1487427,354
Other diseases of heart (I00-I09I26-I51),25-34,82,1487427,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),25-34,3,1487427,358
Cerebrovascular diseases (I60-I69),25-34,18,1487427,360
Atherosclerosis (I70),25-34,0,1487427,362
Other diseases of circulatory system (I71-I78),25-34,9,1487427,364
Influenza and pneumonia (J09-J18),25-34,14,1487427,366
Chronic lower respiratory diseases (J40-J47),25-34,14,1487427,368
Peptic ulcer (K25-K28),25-34,0,1487427,370
Chronic liver disease and cirrhosis (K70K73-K74),25-34,18,1487427,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),25-34,7,1487427,374
Pregnancy childbirth and the puerperium (O00-O99),25-34,22,1487427,376
Certain conditions originating in the perinatal period (P00-P96),25-34,0,1487427,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),25-34,21,1487427,380
Sudden infant death syndrome (R95),25-34,0,1487427,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),25-34,20,1487427,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),25-34,234,1487427,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),25-34,181,1487427,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),25-34,913,1487427,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),25-34,258,1487427,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),25-34,189,1487427,394
All other external causes (Y10-Y36Y87.2Y89),25-34,31,1487427,396
Tuberculosis (A16-A19),35-44,1,1395404,400
Syphilis (A50-A53),35-44,0,1395404,402
Human immunodeficiency virus (HIV) disease (B20-B24),35-44,21,1395404,404
Malignant neoplasm of stomach (C16),35-44,7,1395404,406
Malignant neoplasms of colon rectum and anus (C18-C21),35-44,44,1395404,408
Malignant neoplasm of pancreas (C25),35-44,21,1395404,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),35-44,54,1395404,412
Malignant neoplasm of breast (C50),35-44,67,1395404,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),35-44,31,1395404,416
Malignant neoplasm of prostate (C61),35-44,0,1395404,418
Malignant neoplasms of urinary tract (C64-C68),35-44,17,1395404,420
Non-Hodgkin’s lymphoma (C82-C85),35-44,10,1395404,422
Leukemia (C91-C95),35-44,16,1395404,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),35-44,150,1395404,426
Diabetes mellitus (E10-E14),35-44,71,1395404,428
Alzheimer’s disease (G30),35-44,0,1395404,430
Hypertensive heart disease with or without renal disease (I11I13),35-44,93,1395404,432
Ischemic heart diseases (I20-I25),35-44,219,1395404,434
Other diseases of heart (I00-I09I26-I51),35-44,144,1395404,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),35-44,23,1395404,438
Cerebrovascular diseases (I60-I69),35-44,71,1395404,440
Atherosclerosis (I70),35-44,2,1395404,442
Other diseases of circulatory system (I71-I78),35-44,22,1395404,444
Influenza and pneumonia (J09-J18),35-44,26,1395404,446
Chronic lower respiratory diseases (J40-J47),35-44,36,1395404,448
Peptic ulcer (K25-K28),35-44,4,1395404,450
Chronic liver disease and cirrhosis (K70K73-K74),35-44,101,1395404,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),35-44,26,1395404,454
Pregnancy childbirth and the puerperium (O00-O99),35-44,10,1395404,456
Certain conditions originating in the perinatal period (P00-P96),35-44,0,1395404,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),35-44,24,1395404,460
Sudden infant death syndrome (R95),35-44,0,1395404,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),35-44,27,1395404,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),35-44,406,1395404,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),35-44,166,1395404,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),35-44,885,1395404,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),35-44,269,1395404,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),35-44,95,1395404,474
All other external causes (Y10-Y36Y87.2Y89),35-44,21,1395404,476
Tuberculosis (A16-A19),45-54,1,1573060,480
Syphilis (A50-A53),45-54,0,1573060,482
Human immunodeficiency virus (HIV) disease (B20-B24),45-54,40,1573060,484
Malignant neoplasm of stomach (C16),45-54,30,1573060,486
Malignant neoplasms of colon rectum and anus (C18-C21),45-54,197,1573060,488
Malignant neoplasm of pancreas (C25),45-54,111,1573060,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),45-54,482,1573060,492
Malignant neoplasm of breast (C50),45-54,229,1573060,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),45-54,104,1573060,496
Malignant neoplasm of prostate (C61),45-54,15,1573060,498
Malignant neoplasms of urinary tract (C64-C68),45-54,67,1573060,500
Non-Hodgkin’s lymphoma (C82-C85),45-54,42,1573060,502
Leukemia (C91-C95),45-54,60,1573060,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),45-54,578,1573060,506
Diabetes mellitus (E10-E14),45-54,263,1573060,508
Alzheimer’s disease (G30),45-54,2,1573060,510
Hypertensive heart disease with or without renal disease (I11I13),45-54,202,1573060,512
Ischemic heart diseases (I20-I25),45-54,909,1573060,514
Other diseases of heart (I00-I09I26-I51),45-54,400,1573060,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),45-54,47,1573060,518
Cerebrovascular diseases (I60-I69),45-54,191,1573060,520
Atherosclerosis (I70),45-54,5,1573060,522
Other diseases of circulatory system (I71-I78),45-54,50,1573060,524
Influenza and pneumonia (J09-J18),45-54,90,1573060,526
Chronic lower respiratory diseases (J40-J47),45-54,225,1573060,528
Peptic ulcer (K25-K28),45-54,8,1573060,530
Chronic liver disease and cirrhosis (K70K73-K74),45-54,318,1573060,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),45-54,84,1573060,534
Pregnancy childbirth and the puerperium (O00-O99),45-54,3,1573060,536
Certain conditions originating in the perinatal period (P00-P96),45-54,0,1573060,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),45-54,34,1573060,540
Sudden infant death syndrome (R95),45-54,0,1573060,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),45-54,80,1573060,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),45-54,1125,1573060,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),45-54,175,1573060,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),45-54,873,1573060,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),45-54,335,1573060,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),45-54,63,1573060,554
All other external causes (Y10-Y36Y87.2Y89),45-54,30,1573060,556
Tuberculosis (A16-A19),55-64,3,1593079,560
Syphilis (A50-A53),55-64,0,1593079,562
Human immunodeficiency virus (HIV) disease (B20-B24),55-64,29,1593079,564
Malignant neoplasm of stomach (C16),55-64,71,1593079,566
Malignant neoplasms of colon rectum and anus (C18-C21),55-64,412,1593079,568
Malignant neoplasm of pancreas (C25),55-64,339,1593079,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),55-64,1630,1593079,572
Malignant neoplasm of breast (C50),55-64,396,1593079,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),55-64,262,1593079,576
Malignant neoplasm of prostate (C61),55-64,87,1593079,578
Malignant neoplasms of urinary tract (C64-C68),55-64,198,1593079,580
Non-Hodgkin’s lymphoma (C82-C85),55-64,125,1593079,582
Leukemia (C91-C95),55-64,115,1593079,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),55-64,1449,1593079,586
Diabetes mellitus (E10-E14),55-64,639,1593079,588
Alzheimer’s disease (G30),55-64,33,1593079,590
Hypertensive heart disease with or without renal disease (I11I13),55-64,330,1593079,592
Ischemic heart diseases (I20-I25),55-64,2114,1593079,594
Other diseases of heart (I00-I09I26-I51),55-64,898,1593079,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),55-64,139,1593079,598
Cerebrovascular diseases (I60-I69),55-64,475,1593079,600
Atherosclerosis (I70),55-64,18,1593079,602
Other diseases of circulatory system (I71-I78),55-64,104,1593079,604
Influenza and pneumonia (J09-J18),55-64,204,1593079,606
Chronic lower respiratory diseases (J40-J47),55-64,914,1593079,608
Peptic ulcer (K25-K28),55-64,20,1593079,610
Chronic liver disease and cirrhosis (K70K73-K74),55-64,504,1593079,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),55-64,214,1593079,614
Pregnancy childbirth and the puerperium (O00-O99),55-64,0,1593079,616
Certain conditions originating in the perinatal period (P00-P96),55-64,0,1593079,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),55-64,44,1593079,620
Sudden infant death syndrome (R95),55-64,0,1593079,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),55-64,116,1593079,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),55-64,2387,1593079,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),55-64,169,1593079,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),55-64,720,1593079,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),55-64,271,1593079,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),55-64,63,1593079,634
All other external causes (Y10-Y36Y87.2Y89),55-64,17,1593079,636
Tuberculosis (A16-A19),65-74,6,1044884,640
Syphilis (A50-A53),65-74,0,1044884,642
Human immunodeficiency virus (HIV) disease (B20-B24),65-74,11,1044884,644
Malignant neoplasm of stomach (C16),65-74,96,1044884,646
Malignant neoplasms of colon rectum and anus (C18-C21),65-74,504,1044884,648
Malignant neoplasm of pancreas (C25),65-74,523,1044884,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),65-74,2283,1044884,652
Malignant neoplasm of breast (C50),65-74,437,1044884,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),65-74,292,1044884,656
Malignant neoplasm of prostate (C61),65-74,249,1044884,658
Malignant neoplasms of urinary tract (C64-C68),65-74,342,1044884,660
Non-Hodgkin’s lymphoma (C82-C85),65-74,210,1044884,662
Leukemia (C91-C95),65-74,226,1044884,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),65-74,1703,1044884,666
Diabetes mellitus (E10-E14),65-74,918,1044884,668
Alzheimer’s disease (G30),65-74,243,1044884,670
Hypertensive heart disease with or without renal disease (I11I13),65-74,286,1044884,672
Ischemic heart diseases (I20-I25),65-74,2964,1044884,674
Other diseases of heart (I00-I09I26-I51),65-74,1448,1044884,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),65-74,202,1044884,678
Cerebrovascular diseases (I60-I69),65-74,851,1044884,680
Atherosclerosis (I70),65-74,29,1044884,682
Other diseases of circulatory system (I71-I78),65-74,164,1044884,684
Influenza and pneumonia (J09-J18),65-74,358,1044884,686
Chronic lower respiratory diseases (J40-J47),65-74,1784,1044884,688
Peptic ulcer (K25-K28),65-74,39,1044884,690
