DeathCOD39ICDCode39Desc,DeathAgeGroupNCHSAgeNCHS,Deaths,Population,SORT
Atherosclerosis (I70),5-14,0,1442043,202
Other diseases of circulatory system (I71-I78),5-14,0,1442043,204
Influenza and pneumonia (J09-J18),5-14,5,1442043,206
Chronic lower respiratory diseases (J40-J47),5-14,7,1442043,208
Peptic ulcer (K25-K28),5-14,0,1442043,210
Chronic liver disease and cirrhosis (K70K73-K74),5-14,0,1442043,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5-14,1,1442043,214
Pregnancy childbirth and the puerperium (O00-O99),5-14,0,1442043,216
Certain conditions originating in the perinatal period (P00-P96),5-14,1,1442043,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),5-14,20,1442043,220
Sudden infant death syndrome (R95),5-14,0,1442043,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),5-14,4,1442043,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),5-14,27,1442043,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),5-14,31,1442043,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),5-14,30,1442043,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),5-14,32,1442043,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),5-14,19,1442043,234
All other external causes (Y10-Y36Y87.2Y89),5-14,2,1442043,236
Tuberculosis (A16-A19),15-24,0,1508558,240
Syphilis (A50-A53),15-24,0,1508558,242
Human immunodeficiency virus (HIV) disease (B20-B24),15-24,2,1508558,244
Malignant neoplasm of stomach (C16),15-24,0,1508558,246
Malignant neoplasms of colon rectum and anus (C18-C21),15-24,2,1508558,248
Malignant neoplasm of pancreas (C25),15-24,0,1508558,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),15-24,0,1508558,252
Malignant neoplasm of breast (C50),15-24,0,1508558,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),15-24,1,1508558,256
Malignant neoplasm of prostate (C61),15-24,0,1508558,258
Malignant neoplasms of urinary tract (C64-C68),15-24,1,1508558,260
Non-Hodgkin’s lymphoma (C82-C85),15-24,1,1508558,262
Leukemia (C91-C95),15-24,15,1508558,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),15-24,32,1508558,266
Diabetes mellitus (E10-E14),15-24,10,1508558,268
Alzheimer’s disease (G30),15-24,0,1508558,270
Hypertensive heart disease with or without renal disease (I11I13),15-24,1,1508558,272
Ischemic heart diseases (I20-I25),15-24,4,1508558,274
Other diseases of heart (I00-I09I26-I51),15-24,28,1508558,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),15-24,1,1508558,278
Cerebrovascular diseases (I60-I69),15-24,5,1508558,280
Atherosclerosis (I70),15-24,0,1508558,282
Other diseases of circulatory system (I71-I78),15-24,1,1508558,284
Influenza and pneumonia (J09-J18),15-24,5,1508558,286
Chronic lower respiratory diseases (J40-J47),15-24,6,1508558,288
Peptic ulcer (K25-K28),15-24,0,1508558,290
Chronic liver disease and cirrhosis (K70K73-K74),15-24,0,1508558,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),15-24,2,1508558,294
Pregnancy childbirth and the puerperium (O00-O99),15-24,9,1508558,296
Certain conditions originating in the perinatal period (P00-P96),15-24,0,1508558,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),15-24,9,1508558,300
Sudden infant death syndrome (R95),15-24,0,1508558,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),15-24,8,1508558,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),15-24,99,1508558,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),15-24,180,1508558,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),15-24,303,1508558,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),15-24,224,1508558,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),15-24,175,1508558,314
All other external causes (Y10-Y36Y87.2Y89),15-24,18,1508558,316
Tuberculosis (A16-A19),25-34,1,1558170,320
Syphilis (A50-A53),25-34,0,1558170,322
Human immunodeficiency virus (HIV) disease (B20-B24),25-34,8,1558170,324
Malignant neoplasm of stomach (C16),25-34,4,1558170,326
Malignant neoplasms of colon rectum and anus (C18-C21),25-34,11,1558170,328
Malignant neoplasm of pancreas (C25),25-34,2,1558170,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),25-34,8,1558170,332
Malignant neoplasm of breast (C50),25-34,19,1558170,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),25-34,12,1558170,336
Malignant neoplasm of prostate (C61),25-34,0,1558170,338
Malignant neoplasms of urinary tract (C64-C68),25-34,2,1558170,340
Non-Hodgkin’s lymphoma (C82-C85),25-34,3,1558170,342
Leukemia (C91-C95),25-34,17,1558170,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),25-34,52,1558170,346
Diabetes mellitus (E10-E14),25-34,24,1558170,348
Alzheimer’s disease (G30),25-34,0,1558170,350
Hypertensive heart disease with or without renal disease (I11I13),25-34,25,1558170,352
Ischemic heart diseases (I20-I25),25-34,33,1558170,354
Other diseases of heart (I00-I09I26-I51),25-34,101,1558170,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),25-34,4,1558170,358
Cerebrovascular diseases (I60-I69),25-34,20,1558170,360
Atherosclerosis (I70),25-34,0,1558170,362
Other diseases of circulatory system (I71-I78),25-34,9,1558170,364
Influenza and pneumonia (J09-J18),25-34,13,1558170,366
Chronic lower respiratory diseases (J40-J47),25-34,14,1558170,368
Peptic ulcer (K25-K28),25-34,0,1558170,370
Chronic liver disease and cirrhosis (K70K73-K74),25-34,24,1558170,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),25-34,17,1558170,374
Pregnancy childbirth and the puerperium (O00-O99),25-34,21,1558170,376
Certain conditions originating in the perinatal period (P00-P96),25-34,0,1558170,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),25-34,15,1558170,380
Sudden infant death syndrome (R95),25-34,0,1558170,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),25-34,26,1558170,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),25-34,265,1558170,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),25-34,206,1558170,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),25-34,1146,1558170,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),25-34,305,1558170,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),25-34,221,1558170,394
All other external causes (Y10-Y36Y87.2Y89),25-34,29,1558170,396
Tuberculosis (A16-A19),35-44,0,1399306,400
Syphilis (A50-A53),35-44,0,1399306,402
Human immunodeficiency virus (HIV) disease (B20-B24),35-44,16,1399306,404
Malignant neoplasm of stomach (C16),35-44,8,1399306,406
Malignant neoplasms of colon rectum and anus (C18-C21),35-44,40,1399306,408
Malignant neoplasm of pancreas (C25),35-44,18,1399306,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),35-44,36,1399306,412
Malignant neoplasm of breast (C50),35-44,63,1399306,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),35-44,35,1399306,416
Malignant neoplasm of prostate (C61),35-44,1,1399306,418
Malignant neoplasms of urinary tract (C64-C68),35-44,18,1399306,420
Non-Hodgkin’s lymphoma (C82-C85),35-44,9,1399306,422
Leukemia (C91-C95),35-44,25,1399306,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),35-44,142,1399306,426
Diabetes mellitus (E10-E14),35-44,91,1399306,428
Alzheimer’s disease (G30),35-44,0,1399306,430
Hypertensive heart disease with or without renal disease (I11I13),35-44,66,1399306,432
Ischemic heart diseases (I20-I25),35-44,191,1399306,434
Other diseases of heart (I00-I09I26-I51),35-44,194,1399306,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),35-44,15,1399306,438
Cerebrovascular diseases (I60-I69),35-44,60,1399306,440
Atherosclerosis (I70),35-44,1,1399306,442
Other diseases of circulatory system (I71-I78),35-44,31,1399306,444
Influenza and pneumonia (J09-J18),35-44,32,1399306,446
Chronic lower respiratory diseases (J40-J47),35-44,28,1399306,448
Peptic ulcer (K25-K28),35-44,5,1399306,450
Chronic liver disease and cirrhosis (K70K73-K74),35-44,115,1399306,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),35-44,31,1399306,454
Pregnancy childbirth and the puerperium (O00-O99),35-44,13,1399306,456
Certain conditions originating in the perinatal period (P00-P96),35-44,0,1399306,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),35-44,23,1399306,460
Sudden infant death syndrome (R95),35-44,0,1399306,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),35-44,37,1399306,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),35-44,426,1399306,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),35-44,184,1399306,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),35-44,1226,1399306,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),35-44,304,1399306,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),35-44,133,1399306,474
All other external causes (Y10-Y36Y87.2Y89),35-44,23,1399306,476
Tuberculosis (A16-A19),45-54,0,1448428,480
Syphilis (A50-A53),45-54,0,1448428,482
Human immunodeficiency virus (HIV) disease (B20-B24),45-54,30,1448428,484
Malignant neoplasm of stomach (C16),45-54,29,1448428,486
Malignant neoplasms of colon rectum and anus (C18-C21),45-54,172,1448428,488
Malignant neoplasm of pancreas (C25),45-54,94,1448428,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),45-54,319,1448428,492
Malignant neoplasm of breast (C50),45-54,174,1448428,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),45-54,97,1448428,496
Malignant neoplasm of prostate (C61),45-54,13,1448428,498
Malignant neoplasms of urinary tract (C64-C68),45-54,61,1448428,500
Non-Hodgkin’s lymphoma (C82-C85),45-54,28,1448428,502
Leukemia (C91-C95),45-54,31,1448428,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),45-54,485,1448428,506
Diabetes mellitus (E10-E14),45-54,276,1448428,508
Alzheimer’s disease (G30),45-54,5,1448428,510
Hypertensive heart disease with or without renal disease (I11I13),45-54,186,1448428,512
Ischemic heart diseases (I20-I25),45-54,721,1448428,514
Other diseases of heart (I00-I09I26-I51),45-54,424,1448428,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),45-54,43,1448428,518
Cerebrovascular diseases (I60-I69),45-54,180,1448428,520
Atherosclerosis (I70),45-54,2,1448428,522
Other diseases of circulatory system (I71-I78),45-54,41,1448428,524
Influenza and pneumonia (J09-J18),45-54,87,1448428,526
Chronic lower respiratory diseases (J40-J47),45-54,173,1448428,528
Peptic ulcer (K25-K28),45-54,17,1448428,530
Chronic liver disease and cirrhosis (K70K73-K74),45-54,268,1448428,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),45-54,93,1448428,534
Pregnancy childbirth and the puerperium (O00-O99),45-54,0,1448428,536
Certain conditions originating in the perinatal period (P00-P96),45-54,1,1448428,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),45-54,25,1448428,540
Sudden infant death syndrome (R95),45-54,0,1448428,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),45-54,55,1448428,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),45-54,1042,1448428,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),45-54,176,1448428,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),45-54,1010,1448428,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),45-54,303,1448428,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),45-54,66,1448428,554
All other external causes (Y10-Y36Y87.2Y89),45-54,13,1448428,556
Tuberculosis (A16-A19),55-64,1,1604424,560
Syphilis (A50-A53),55-64,0,1604424,562
Human immunodeficiency virus (HIV) disease (B20-B24),55-64,26,1604424,564
Malignant neoplasm of stomach (C16),55-64,48,1604424,566
Malignant neoplasms of colon rectum and anus (C18-C21),55-64,418,1604424,568
Malignant neoplasm of pancreas (C25),55-64,448,1604424,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),55-64,1408,1604424,572
Malignant neoplasm of breast (C50),55-64,351,1604424,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),55-64,245,1604424,576
Malignant neoplasm of prostate (C61),55-64,120,1604424,578
Malignant neoplasms of urinary tract (C64-C68),55-64,202,1604424,580
Non-Hodgkin’s lymphoma (C82-C85),55-64,102,1604424,582
Leukemia (C91-C95),55-64,113,1604424,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),55-64,1461,1604424,586
Diabetes mellitus (E10-E14),55-64,692,1604424,588
Alzheimer’s disease (G30),55-64,52,1604424,590
Hypertensive heart disease with or without renal disease (I11I13),55-64,384,1604424,592
Ischemic heart diseases (I20-I25),55-64,2206,1604424,594
Other diseases of heart (I00-I09I26-I51),55-64,1111,1604424,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),55-64,163,1604424,598
Cerebrovascular diseases (I60-I69),55-64,526,1604424,600
Atherosclerosis (I70),55-64,12,1604424,602
Other diseases of circulatory system (I71-I78),55-64,103,1604424,604
Influenza and pneumonia (J09-J18),55-64,223,1604424,606
Chronic lower respiratory diseases (J40-J47),55-64,1009,1604424,608
Peptic ulcer (K25-K28),55-64,19,1604424,610
Chronic liver disease and cirrhosis (K70K73-K74),55-64,522,1604424,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),55-64,242,1604424,614
Pregnancy childbirth and the puerperium (O00-O99),55-64,0,1604424,616
Certain conditions originating in the perinatal period (P00-P96),55-64,0,1604424,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),55-64,45,1604424,620
Sudden infant death syndrome (R95),55-64,0,1604424,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),55-64,138,1604424,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),55-64,2592,1604424,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),55-64,195,1604424,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),55-64,1026,1604424,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),55-64,297,1604424,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),55-64,55,1604424,634
All other external causes (Y10-Y36Y87.2Y89),55-64,26,1604424,636
Tuberculosis (A16-A19),65-74,0,1189066,640
Syphilis (A50-A53),65-74,0,1189066,642
Human immunodeficiency virus (HIV) disease (B20-B24),65-74,19,1189066,644
Malignant neoplasm of stomach (C16),65-74,93,1189066,646
Malignant neoplasms of colon rectum and anus (C18-C21),65-74,582,1189066,648
Malignant neoplasm of pancreas (C25),65-74,641,1189066,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),65-74,2071,1189066,652
Malignant neoplasm of breast (C50),65-74,419,1189066,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),65-74,335,1189066,656
Malignant neoplasm of prostate (C61),65-74,309,1189066,658
Malignant neoplasms of urinary tract (C64-C68),65-74,319,1189066,660
Non-Hodgkin’s lymphoma (C82-C85),65-74,197,1189066,662
Leukemia (C91-C95),65-74,262,1189066,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),65-74,1989,1189066,666
Diabetes mellitus (E10-E14),65-74,1022,1189066,668
Alzheimer’s disease (G30),65-74,320,1189066,670
Hypertensive heart disease with or without renal disease (I11I13),65-74,345,1189066,672
Ischemic heart diseases (I20-I25),65-74,3204,1189066,674
Other diseases of heart (I00-I09I26-I51),65-74,1850,1189066,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),65-74,249,1189066,678
Cerebrovascular diseases (I60-I69),65-74,1007,1189066,680
Atherosclerosis (I70),65-74,43,1189066,682
Other diseases of circulatory system (I71-I78),65-74,203,1189066,684
Influenza and pneumonia (J09-J18),65-74,350,1189066,686
Chronic lower respiratory diseases (J40-J47),65-74,1911,1189066,688
Peptic ulcer (K25-K28),65-74,27,1189066,690
