DeathCOD39ICDCode39Desc,DeathCountyCountyName,Deaths,Population,SORT
Malignant neoplasm of breast (C50),Ashland,9,53418,174
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashland,4,53418,176
Malignant neoplasm of prostate (C61),Ashland,4,53418,178
Malignant neoplasms of urinary tract (C64-C68),Ashland,8,53418,180
Non-Hodgkin’s lymphoma (C82-C85),Ashland,10,53418,182
Leukemia (C91-C95),Ashland,4,53418,184
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashland,36,53418,186
Diabetes mellitus (E10-E14),Ashland,22,53418,188
Alzheimer’s disease (G30),Ashland,39,53418,190
Hypertensive heart disease with or without renal disease (I11I13),Ashland,7,53418,192
Ischemic heart diseases (I20-I25),Ashland,84,53418,194
Other diseases of heart (I00-I09I26-I51),Ashland,70,53418,196
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashland,8,53418,198
Cerebrovascular diseases (I60-I69),Ashland,23,53418,200
Atherosclerosis (I70),Ashland,1,53418,202
Other diseases of circulatory system (I71-I78),Ashland,3,53418,204
Influenza and pneumonia (J09-J18),Ashland,11,53418,206
Chronic lower respiratory diseases (J40-J47),Ashland,44,53418,208
Peptic ulcer (K25-K28),Ashland,1,53418,210
Chronic liver disease and cirrhosis (K70K73-K74),Ashland,17,53418,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashland,7,53418,214
Pregnancy childbirth and the puerperium (O00-O99),Ashland,1,53418,216
Certain conditions originating in the perinatal period (P00-P96),Ashland,5,53418,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashland,4,53418,220
Sudden infant death syndrome (R95),Ashland,0,53418,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashland,6,53418,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashland,86,53418,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashland,12,53418,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashland,20,53418,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashland,3,53418,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashland,2,53418,234
All other external causes (Y10-Y36Y87.2Y89),Ashland,3,53418,236
Tuberculosis (A16-A19),Ashtabula,0,97088,240
Syphilis (A50-A53),Ashtabula,0,97088,242
Human immunodeficiency virus (HIV) disease (B20-B24),Ashtabula,2,97088,244
Malignant neoplasm of stomach (C16),Ashtabula,1,97088,246
Malignant neoplasms of colon rectum and anus (C18-C21),Ashtabula,17,97088,248
Malignant neoplasm of pancreas (C25),Ashtabula,22,97088,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashtabula,75,97088,252
Malignant neoplasm of breast (C50),Ashtabula,16,97088,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashtabula,12,97088,256
Malignant neoplasm of prostate (C61),Ashtabula,12,97088,258
Malignant neoplasms of urinary tract (C64-C68),Ashtabula,15,97088,260
Non-Hodgkin’s lymphoma (C82-C85),Ashtabula,7,97088,262
Leukemia (C91-C95),Ashtabula,10,97088,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashtabula,76,97088,266
Diabetes mellitus (E10-E14),Ashtabula,47,97088,268
Alzheimer’s disease (G30),Ashtabula,26,97088,270
Hypertensive heart disease with or without renal disease (I11I13),Ashtabula,12,97088,272
Ischemic heart diseases (I20-I25),Ashtabula,218,97088,274
Other diseases of heart (I00-I09I26-I51),Ashtabula,87,97088,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashtabula,16,97088,278
Cerebrovascular diseases (I60-I69),Ashtabula,56,97088,280
Atherosclerosis (I70),Ashtabula,2,97088,282
Other diseases of circulatory system (I71-I78),Ashtabula,11,97088,284
Influenza and pneumonia (J09-J18),Ashtabula,20,97088,286
Chronic lower respiratory diseases (J40-J47),Ashtabula,94,97088,288
Peptic ulcer (K25-K28),Ashtabula,3,97088,290
Chronic liver disease and cirrhosis (K70K73-K74),Ashtabula,20,97088,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashtabula,27,97088,294
Pregnancy childbirth and the puerperium (O00-O99),Ashtabula,1,97088,296
Certain conditions originating in the perinatal period (P00-P96),Ashtabula,2,97088,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashtabula,1,97088,300
Sudden infant death syndrome (R95),Ashtabula,0,97088,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashtabula,13,97088,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashtabula,248,97088,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashtabula,18,97088,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashtabula,51,97088,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashtabula,16,97088,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashtabula,6,97088,314
All other external causes (Y10-Y36Y87.2Y89),Ashtabula,1,97088,316
Tuberculosis (A16-A19),Athens,0,65582,320
Syphilis (A50-A53),Athens,0,65582,322
Human immunodeficiency virus (HIV) disease (B20-B24),Athens,0,65582,324
Malignant neoplasm of stomach (C16),Athens,1,65582,326
Malignant neoplasms of colon rectum and anus (C18-C21),Athens,9,65582,328
Malignant neoplasm of pancreas (C25),Athens,9,65582,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),Athens,23,65582,332
Malignant neoplasm of breast (C50),Athens,11,65582,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Athens,4,65582,336
Malignant neoplasm of prostate (C61),Athens,4,65582,338
Malignant neoplasms of urinary tract (C64-C68),Athens,7,65582,340
Non-Hodgkin’s lymphoma (C82-C85),Athens,2,65582,342
Leukemia (C91-C95),Athens,4,65582,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Athens,38,65582,346
Diabetes mellitus (E10-E14),Athens,21,65582,348
Alzheimer’s disease (G30),Athens,22,65582,350
Hypertensive heart disease with or without renal disease (I11I13),Athens,3,65582,352
Ischemic heart diseases (I20-I25),Athens,64,65582,354
Other diseases of heart (I00-I09I26-I51),Athens,48,65582,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),Athens,5,65582,358
Cerebrovascular diseases (I60-I69),Athens,15,65582,360
Atherosclerosis (I70),Athens,0,65582,362
Other diseases of circulatory system (I71-I78),Athens,8,65582,364
Influenza and pneumonia (J09-J18),Athens,9,65582,366
Chronic lower respiratory diseases (J40-J47),Athens,47,65582,368
Peptic ulcer (K25-K28),Athens,0,65582,370
Chronic liver disease and cirrhosis (K70K73-K74),Athens,10,65582,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Athens,5,65582,374
Pregnancy childbirth and the puerperium (O00-O99),Athens,0,65582,376
Certain conditions originating in the perinatal period (P00-P96),Athens,0,65582,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Athens,2,65582,380
Sudden infant death syndrome (R95),Athens,1,65582,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Athens,16,65582,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Athens,73,65582,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Athens,5,65582,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Athens,28,65582,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Athens,11,65582,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Athens,0,65582,394
All other external causes (Y10-Y36Y87.2Y89),Athens,0,65582,396
Tuberculosis (A16-A19),Auglaize,0,45610,400
Syphilis (A50-A53),Auglaize,0,45610,402
Human immunodeficiency virus (HIV) disease (B20-B24),Auglaize,0,45610,404
Malignant neoplasm of stomach (C16),Auglaize,1,45610,406
Malignant neoplasms of colon rectum and anus (C18-C21),Auglaize,8,45610,408
Malignant neoplasm of pancreas (C25),Auglaize,12,45610,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),Auglaize,23,45610,412
Malignant neoplasm of breast (C50),Auglaize,6,45610,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Auglaize,4,45610,416
Malignant neoplasm of prostate (C61),Auglaize,12,45610,418
Malignant neoplasms of urinary tract (C64-C68),Auglaize,3,45610,420
Non-Hodgkin’s lymphoma (C82-C85),Auglaize,4,45610,422
Leukemia (C91-C95),Auglaize,3,45610,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Auglaize,34,45610,426
Diabetes mellitus (E10-E14),Auglaize,19,45610,428
Alzheimer’s disease (G30),Auglaize,15,45610,430
Hypertensive heart disease with or without renal disease (I11I13),Auglaize,9,45610,432
Ischemic heart diseases (I20-I25),Auglaize,111,45610,434
Other diseases of heart (I00-I09I26-I51),Auglaize,36,45610,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),Auglaize,11,45610,438
Cerebrovascular diseases (I60-I69),Auglaize,31,45610,440
Atherosclerosis (I70),Auglaize,0,45610,442
Other diseases of circulatory system (I71-I78),Auglaize,4,45610,444
Influenza and pneumonia (J09-J18),Auglaize,4,45610,446
Chronic lower respiratory diseases (J40-J47),Auglaize,29,45610,448
Peptic ulcer (K25-K28),Auglaize,0,45610,450
Chronic liver disease and cirrhosis (K70K73-K74),Auglaize,5,45610,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Auglaize,8,45610,454
Pregnancy childbirth and the puerperium (O00-O99),Auglaize,0,45610,456
Certain conditions originating in the perinatal period (P00-P96),Auglaize,0,45610,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Auglaize,3,45610,460
Sudden infant death syndrome (R95),Auglaize,0,45610,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Auglaize,2,45610,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Auglaize,97,45610,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Auglaize,4,45610,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Auglaize,16,45610,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Auglaize,4,45610,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Auglaize,1,45610,474
All other external causes (Y10-Y36Y87.2Y89),Auglaize,0,45610,476
Tuberculosis (A16-A19),Belmont,1,66979,480
Syphilis (A50-A53),Belmont,0,66979,482
Human immunodeficiency virus (HIV) disease (B20-B24),Belmont,0,66979,484
Malignant neoplasm of stomach (C16),Belmont,2,66979,486
Malignant neoplasms of colon rectum and anus (C18-C21),Belmont,15,66979,488
Malignant neoplasm of pancreas (C25),Belmont,11,66979,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),Belmont,57,66979,492
Malignant neoplasm of breast (C50),Belmont,10,66979,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Belmont,5,66979,496
Malignant neoplasm of prostate (C61),Belmont,9,66979,498
Malignant neoplasms of urinary tract (C64-C68),Belmont,4,66979,500
Non-Hodgkin’s lymphoma (C82-C85),Belmont,2,66979,502
Leukemia (C91-C95),Belmont,7,66979,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Belmont,41,66979,506
Diabetes mellitus (E10-E14),Belmont,59,66979,508
Alzheimer’s disease (G30),Belmont,32,66979,510
Hypertensive heart disease with or without renal disease (I11I13),Belmont,12,66979,512
Ischemic heart diseases (I20-I25),Belmont,142,66979,514
Other diseases of heart (I00-I09I26-I51),Belmont,77,66979,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),Belmont,15,66979,518
Cerebrovascular diseases (I60-I69),Belmont,29,66979,520
Atherosclerosis (I70),Belmont,3,66979,522
Other diseases of circulatory system (I71-I78),Belmont,7,66979,524
Influenza and pneumonia (J09-J18),Belmont,34,66979,526
Chronic lower respiratory diseases (J40-J47),Belmont,64,66979,528
Peptic ulcer (K25-K28),Belmont,0,66979,530
Chronic liver disease and cirrhosis (K70K73-K74),Belmont,11,66979,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Belmont,14,66979,534
Pregnancy childbirth and the puerperium (O00-O99),Belmont,0,66979,536
Certain conditions originating in the perinatal period (P00-P96),Belmont,3,66979,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Belmont,4,66979,540
Sudden infant death syndrome (R95),Belmont,0,66979,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Belmont,17,66979,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Belmont,164,66979,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Belmont,8,66979,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Belmont,37,66979,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Belmont,10,66979,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Belmont,0,66979,554
All other external causes (Y10-Y36Y87.2Y89),Belmont,1,66979,556
Tuberculosis (A16-A19),Brown,0,43473,560
Syphilis (A50-A53),Brown,0,43473,562
Human immunodeficiency virus (HIV) disease (B20-B24),Brown,0,43473,564
Malignant neoplasm of stomach (C16),Brown,3,43473,566
Malignant neoplasms of colon rectum and anus (C18-C21),Brown,9,43473,568
Malignant neoplasm of pancreas (C25),Brown,10,43473,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),Brown,27,43473,572
Malignant neoplasm of breast (C50),Brown,3,43473,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Brown,7,43473,576
Malignant neoplasm of prostate (C61),Brown,4,43473,578
Malignant neoplasms of urinary tract (C64-C68),Brown,9,43473,580
Non-Hodgkin’s lymphoma (C82-C85),Brown,3,43473,582
Leukemia (C91-C95),Brown,8,43473,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Brown,32,43473,586
Diabetes mellitus (E10-E14),Brown,12,43473,588
Alzheimer’s disease (G30),Brown,37,43473,590
Hypertensive heart disease with or without renal disease (I11I13),Brown,7,43473,592
Ischemic heart diseases (I20-I25),Brown,73,43473,594
Other diseases of heart (I00-I09I26-I51),Brown,50,43473,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),Brown,6,43473,598
Cerebrovascular diseases (I60-I69),Brown,21,43473,600
Atherosclerosis (I70),Brown,0,43473,602
Other diseases of circulatory system (I71-I78),Brown,3,43473,604
Influenza and pneumonia (J09-J18),Brown,20,43473,606
Chronic lower respiratory diseases (J40-J47),Brown,41,43473,608
Peptic ulcer (K25-K28),Brown,0,43473,610
Chronic liver disease and cirrhosis (K70K73-K74),Brown,6,43473,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Brown,7,43473,614
Pregnancy childbirth and the puerperium (O00-O99),Brown,0,43473,616
Certain conditions originating in the perinatal period (P00-P96),Brown,0,43473,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Brown,1,43473,620
Sudden infant death syndrome (R95),Brown,0,43473,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Brown,8,43473,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Brown,83,43473,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Brown,9,43473,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Brown,25,43473,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Brown,7,43473,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Brown,0,43473,634
All other external causes (Y10-Y36Y87.2Y89),Brown,0,43473,636
Tuberculosis (A16-A19),Butler,0,383603,640
Syphilis (A50-A53),Butler,0,383603,642
Human immunodeficiency virus (HIV) disease (B20-B24),Butler,3,383603,644
Malignant neoplasm of stomach (C16),Butler,10,383603,646
Malignant neoplasms of colon rectum and anus (C18-C21),Butler,68,383603,648
Malignant neoplasm of pancreas (C25),Butler,48,383603,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),Butler,182,383603,652
Malignant neoplasm of breast (C50),Butler,51,383603,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Butler,27,383603,656
Malignant neoplasm of prostate (C61),Butler,38,383603,658
Malignant neoplasms of urinary tract (C64-C68),Butler,41,383603,660
Non-Hodgkin’s lymphoma (C82-C85),Butler,25,383603,662
Leukemia (C91-C95),Butler,23,383603,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Butler,180,383603,666
Diabetes mellitus (E10-E14),Butler,93,383603,668
Alzheimer’s disease (G30),Butler,130,383603,670
Hypertensive heart disease with or without renal disease (I11I13),Butler,33,383603,672
Ischemic heart diseases (I20-I25),Butler,346,383603,674
Other diseases of heart (I00-I09I26-I51),Butler,350,383603,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),Butler,35,383603,678
Cerebrovascular diseases (I60-I69),Butler,225,383603,680
Atherosclerosis (I70),Butler,1,383603,682
Other diseases of circulatory system (I71-I78),Butler,21,383603,684
Influenza and pneumonia (J09-J18),Butler,54,383603,686
Chronic lower respiratory diseases (J40-J47),Butler,168,383603,688
Peptic ulcer (K25-K28),Butler,4,383603,690
Chronic liver disease and cirrhosis (K70K73-K74),Butler,45,383603,692
