DeathCOD39ICDCode39Desc,DeathCountyCountyName,Deaths,Population,SORT
Malignant neoplasm of pancreas (C25),Ashtabula,15,98443,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashtabula,62,98443,252
Malignant neoplasm of breast (C50),Ashtabula,9,98443,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashtabula,9,98443,256
Malignant neoplasm of prostate (C61),Ashtabula,12,98443,258
Malignant neoplasms of urinary tract (C64-C68),Ashtabula,16,98443,260
Non-Hodgkin’s lymphoma (C82-C85),Ashtabula,10,98443,262
Leukemia (C91-C95),Ashtabula,11,98443,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashtabula,70,98443,266
Diabetes mellitus (E10-E14),Ashtabula,36,98443,268
Alzheimer’s disease (G30),Ashtabula,31,98443,270
Hypertensive heart disease with or without renal disease (I11I13),Ashtabula,17,98443,272
Ischemic heart diseases (I20-I25),Ashtabula,227,98443,274
Other diseases of heart (I00-I09I26-I51),Ashtabula,98,98443,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashtabula,10,98443,278
Cerebrovascular diseases (I60-I69),Ashtabula,39,98443,280
Atherosclerosis (I70),Ashtabula,1,98443,282
Other diseases of circulatory system (I71-I78),Ashtabula,7,98443,284
Influenza and pneumonia (J09-J18),Ashtabula,34,98443,286
Chronic lower respiratory diseases (J40-J47),Ashtabula,93,98443,288
Peptic ulcer (K25-K28),Ashtabula,1,98443,290
Chronic liver disease and cirrhosis (K70K73-K74),Ashtabula,13,98443,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashtabula,26,98443,294
Pregnancy childbirth and the puerperium (O00-O99),Ashtabula,0,98443,296
Certain conditions originating in the perinatal period (P00-P96),Ashtabula,3,98443,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashtabula,4,98443,300
Sudden infant death syndrome (R95),Ashtabula,0,98443,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashtabula,6,98443,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashtabula,233,98443,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashtabula,14,98443,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashtabula,45,98443,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashtabula,19,98443,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashtabula,4,98443,314
All other external causes (Y10-Y36Y87.2Y89),Ashtabula,0,98443,316
Tuberculosis (A16-A19),Athens,0,65949,320
Syphilis (A50-A53),Athens,0,65949,322
Human immunodeficiency virus (HIV) disease (B20-B24),Athens,1,65949,324
Malignant neoplasm of stomach (C16),Athens,1,65949,326
Malignant neoplasms of colon rectum and anus (C18-C21),Athens,11,65949,328
Malignant neoplasm of pancreas (C25),Athens,6,65949,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),Athens,36,65949,332
Malignant neoplasm of breast (C50),Athens,8,65949,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Athens,2,65949,336
Malignant neoplasm of prostate (C61),Athens,4,65949,338
Malignant neoplasms of urinary tract (C64-C68),Athens,7,65949,340
Non-Hodgkin’s lymphoma (C82-C85),Athens,5,65949,342
Leukemia (C91-C95),Athens,2,65949,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Athens,27,65949,346
Diabetes mellitus (E10-E14),Athens,12,65949,348
Alzheimer’s disease (G30),Athens,20,65949,350
Hypertensive heart disease with or without renal disease (I11I13),Athens,8,65949,352
Ischemic heart diseases (I20-I25),Athens,62,65949,354
Other diseases of heart (I00-I09I26-I51),Athens,39,65949,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),Athens,3,65949,358
Cerebrovascular diseases (I60-I69),Athens,18,65949,360
Atherosclerosis (I70),Athens,1,65949,362
Other diseases of circulatory system (I71-I78),Athens,4,65949,364
Influenza and pneumonia (J09-J18),Athens,12,65949,366
Chronic lower respiratory diseases (J40-J47),Athens,46,65949,368
Peptic ulcer (K25-K28),Athens,1,65949,370
Chronic liver disease and cirrhosis (K70K73-K74),Athens,6,65949,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Athens,5,65949,374
Pregnancy childbirth and the puerperium (O00-O99),Athens,0,65949,376
Certain conditions originating in the perinatal period (P00-P96),Athens,1,65949,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Athens,3,65949,380
Sudden infant death syndrome (R95),Athens,0,65949,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Athens,7,65949,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Athens,112,65949,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Athens,8,65949,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Athens,26,65949,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Athens,8,65949,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Athens,1,65949,394
All other external causes (Y10-Y36Y87.2Y89),Athens,0,65949,396
Tuberculosis (A16-A19),Auglaize,0,45754,400
Syphilis (A50-A53),Auglaize,0,45754,402
Human immunodeficiency virus (HIV) disease (B20-B24),Auglaize,0,45754,404
Malignant neoplasm of stomach (C16),Auglaize,0,45754,406
Malignant neoplasms of colon rectum and anus (C18-C21),Auglaize,12,45754,408
Malignant neoplasm of pancreas (C25),Auglaize,8,45754,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),Auglaize,22,45754,412
Malignant neoplasm of breast (C50),Auglaize,6,45754,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Auglaize,2,45754,416
Malignant neoplasm of prostate (C61),Auglaize,1,45754,418
Malignant neoplasms of urinary tract (C64-C68),Auglaize,8,45754,420
Non-Hodgkin’s lymphoma (C82-C85),Auglaize,1,45754,422
Leukemia (C91-C95),Auglaize,4,45754,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Auglaize,31,45754,426
Diabetes mellitus (E10-E14),Auglaize,17,45754,428
Alzheimer’s disease (G30),Auglaize,13,45754,430
Hypertensive heart disease with or without renal disease (I11I13),Auglaize,10,45754,432
Ischemic heart diseases (I20-I25),Auglaize,107,45754,434
Other diseases of heart (I00-I09I26-I51),Auglaize,31,45754,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),Auglaize,7,45754,438
Cerebrovascular diseases (I60-I69),Auglaize,33,45754,440
Atherosclerosis (I70),Auglaize,1,45754,442
Other diseases of circulatory system (I71-I78),Auglaize,1,45754,444
Influenza and pneumonia (J09-J18),Auglaize,12,45754,446
Chronic lower respiratory diseases (J40-J47),Auglaize,25,45754,448
Peptic ulcer (K25-K28),Auglaize,0,45754,450
Chronic liver disease and cirrhosis (K70K73-K74),Auglaize,6,45754,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Auglaize,6,45754,454
Pregnancy childbirth and the puerperium (O00-O99),Auglaize,0,45754,456
Certain conditions originating in the perinatal period (P00-P96),Auglaize,0,45754,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Auglaize,2,45754,460
Sudden infant death syndrome (R95),Auglaize,0,45754,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Auglaize,0,45754,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Auglaize,105,45754,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Auglaize,7,45754,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Auglaize,18,45754,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Auglaize,4,45754,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Auglaize,0,45754,474
All other external causes (Y10-Y36Y87.2Y89),Auglaize,0,45754,476
Tuberculosis (A16-A19),Belmont,0,69018,480
Syphilis (A50-A53),Belmont,0,69018,482
Human immunodeficiency virus (HIV) disease (B20-B24),Belmont,0,69018,484
Malignant neoplasm of stomach (C16),Belmont,2,69018,486
Malignant neoplasms of colon rectum and anus (C18-C21),Belmont,17,69018,488
Malignant neoplasm of pancreas (C25),Belmont,6,69018,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),Belmont,53,69018,492
Malignant neoplasm of breast (C50),Belmont,14,69018,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Belmont,9,69018,496
Malignant neoplasm of prostate (C61),Belmont,7,69018,498
Malignant neoplasms of urinary tract (C64-C68),Belmont,7,69018,500
Non-Hodgkin’s lymphoma (C82-C85),Belmont,8,69018,502
Leukemia (C91-C95),Belmont,9,69018,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Belmont,49,69018,506
Diabetes mellitus (E10-E14),Belmont,38,69018,508
Alzheimer’s disease (G30),Belmont,34,69018,510
Hypertensive heart disease with or without renal disease (I11I13),Belmont,16,69018,512
Ischemic heart diseases (I20-I25),Belmont,157,69018,514
Other diseases of heart (I00-I09I26-I51),Belmont,67,69018,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),Belmont,13,69018,518
Cerebrovascular diseases (I60-I69),Belmont,32,69018,520
Atherosclerosis (I70),Belmont,6,69018,522
Other diseases of circulatory system (I71-I78),Belmont,12,69018,524
Influenza and pneumonia (J09-J18),Belmont,21,69018,526
Chronic lower respiratory diseases (J40-J47),Belmont,70,69018,528
Peptic ulcer (K25-K28),Belmont,1,69018,530
Chronic liver disease and cirrhosis (K70K73-K74),Belmont,10,69018,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Belmont,15,69018,534
Pregnancy childbirth and the puerperium (O00-O99),Belmont,0,69018,536
Certain conditions originating in the perinatal period (P00-P96),Belmont,5,69018,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Belmont,2,69018,540
Sudden infant death syndrome (R95),Belmont,0,69018,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Belmont,10,69018,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Belmont,149,69018,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Belmont,8,69018,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Belmont,35,69018,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Belmont,9,69018,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Belmont,2,69018,554
All other external causes (Y10-Y36Y87.2Y89),Belmont,0,69018,556
Tuberculosis (A16-A19),Brown,0,43717,560
Syphilis (A50-A53),Brown,0,43717,562
Human immunodeficiency virus (HIV) disease (B20-B24),Brown,0,43717,564
Malignant neoplasm of stomach (C16),Brown,5,43717,566
Malignant neoplasms of colon rectum and anus (C18-C21),Brown,7,43717,568
Malignant neoplasm of pancreas (C25),Brown,8,43717,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),Brown,51,43717,572
Malignant neoplasm of breast (C50),Brown,3,43717,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Brown,5,43717,576
Malignant neoplasm of prostate (C61),Brown,4,43717,578
Malignant neoplasms of urinary tract (C64-C68),Brown,4,43717,580
Non-Hodgkin’s lymphoma (C82-C85),Brown,6,43717,582
Leukemia (C91-C95),Brown,5,43717,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Brown,27,43717,586
Diabetes mellitus (E10-E14),Brown,10,43717,588
Alzheimer’s disease (G30),Brown,30,43717,590
Hypertensive heart disease with or without renal disease (I11I13),Brown,6,43717,592
Ischemic heart diseases (I20-I25),Brown,65,43717,594
Other diseases of heart (I00-I09I26-I51),Brown,45,43717,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),Brown,2,43717,598
Cerebrovascular diseases (I60-I69),Brown,26,43717,600
Atherosclerosis (I70),Brown,0,43717,602
Other diseases of circulatory system (I71-I78),Brown,3,43717,604
Influenza and pneumonia (J09-J18),Brown,14,43717,606
Chronic lower respiratory diseases (J40-J47),Brown,38,43717,608
Peptic ulcer (K25-K28),Brown,0,43717,610
Chronic liver disease and cirrhosis (K70K73-K74),Brown,9,43717,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Brown,10,43717,614
Pregnancy childbirth and the puerperium (O00-O99),Brown,1,43717,616
Certain conditions originating in the perinatal period (P00-P96),Brown,0,43717,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Brown,2,43717,620
Sudden infant death syndrome (R95),Brown,0,43717,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Brown,1,43717,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Brown,74,43717,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Brown,9,43717,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Brown,33,43717,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Brown,6,43717,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Brown,3,43717,634
All other external causes (Y10-Y36Y87.2Y89),Brown,2,43717,636
Tuberculosis (A16-A19),Butler,0,376173,640
Syphilis (A50-A53),Butler,0,376173,642
Human immunodeficiency virus (HIV) disease (B20-B24),Butler,1,376173,644
Malignant neoplasm of stomach (C16),Butler,6,376173,646
Malignant neoplasms of colon rectum and anus (C18-C21),Butler,61,376173,648
Malignant neoplasm of pancreas (C25),Butler,58,376173,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),Butler,190,376173,652
Malignant neoplasm of breast (C50),Butler,55,376173,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Butler,28,376173,656
Malignant neoplasm of prostate (C61),Butler,29,376173,658
Malignant neoplasms of urinary tract (C64-C68),Butler,41,376173,660
Non-Hodgkin’s lymphoma (C82-C85),Butler,12,376173,662
Leukemia (C91-C95),Butler,42,376173,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Butler,157,376173,666
Diabetes mellitus (E10-E14),Butler,111,376173,668
Alzheimer’s disease (G30),Butler,99,376173,670
Hypertensive heart disease with or without renal disease (I11I13),Butler,36,376173,672
Ischemic heart diseases (I20-I25),Butler,375,376173,674
Other diseases of heart (I00-I09I26-I51),Butler,253,376173,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),Butler,31,376173,678
Cerebrovascular diseases (I60-I69),Butler,151,376173,680
Atherosclerosis (I70),Butler,1,376173,682
Other diseases of circulatory system (I71-I78),Butler,28,376173,684
Influenza and pneumonia (J09-J18),Butler,59,376173,686
Chronic lower respiratory diseases (J40-J47),Butler,207,376173,688
Peptic ulcer (K25-K28),Butler,3,376173,690
Chronic liver disease and cirrhosis (K70K73-K74),Butler,49,376173,692
