DeathCOD39ICDCode39Desc,DeathCountyCountyName,Deaths,Population,SORT
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Allen,418,101980,146
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Allen,23,101980,148
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Allen,68,101980,150
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Allen,18,101980,152
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Allen,6,101980,154
All other external causes (Y10-Y36Y87.2Y89),Allen,1,101980,156
Tuberculosis (A16-A19),Ashland,0,53362,160
Syphilis (A50-A53),Ashland,0,53362,162
Human immunodeficiency virus (HIV) disease (B20-B24),Ashland,0,53362,164
Malignant neoplasm of stomach (C16),Ashland,5,53362,166
Malignant neoplasms of colon rectum and anus (C18-C21),Ashland,10,53362,168
Malignant neoplasm of pancreas (C25),Ashland,6,53362,170
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashland,28,53362,172
Malignant neoplasm of breast (C50),Ashland,8,53362,174
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashland,3,53362,176
Malignant neoplasm of prostate (C61),Ashland,8,53362,178
Malignant neoplasms of urinary tract (C64-C68),Ashland,7,53362,180
Non-Hodgkin’s lymphoma (C82-C85),Ashland,6,53362,182
Leukemia (C91-C95),Ashland,2,53362,184
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashland,39,53362,186
Diabetes mellitus (E10-E14),Ashland,17,53362,188
Alzheimer’s disease (G30),Ashland,41,53362,190
Hypertensive heart disease with or without renal disease (I11I13),Ashland,10,53362,192
Ischemic heart diseases (I20-I25),Ashland,89,53362,194
Other diseases of heart (I00-I09I26-I51),Ashland,64,53362,196
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashland,11,53362,198
Cerebrovascular diseases (I60-I69),Ashland,34,53362,200
Atherosclerosis (I70),Ashland,0,53362,202
Other diseases of circulatory system (I71-I78),Ashland,4,53362,204
Influenza and pneumonia (J09-J18),Ashland,7,53362,206
Chronic lower respiratory diseases (J40-J47),Ashland,31,53362,208
Peptic ulcer (K25-K28),Ashland,0,53362,210
Chronic liver disease and cirrhosis (K70K73-K74),Ashland,12,53362,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashland,10,53362,214
Pregnancy childbirth and the puerperium (O00-O99),Ashland,0,53362,216
Certain conditions originating in the perinatal period (P00-P96),Ashland,0,53362,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashland,2,53362,220
Sudden infant death syndrome (R95),Ashland,0,53362,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashland,9,53362,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashland,218,53362,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashland,5,53362,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashland,21,53362,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashland,7,53362,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashland,0,53362,234
All other external causes (Y10-Y36Y87.2Y89),Ashland,9,53362,236
Tuberculosis (A16-A19),Ashtabula,0,96513,240
Syphilis (A50-A53),Ashtabula,0,96513,242
Human immunodeficiency virus (HIV) disease (B20-B24),Ashtabula,0,96513,244
Malignant neoplasm of stomach (C16),Ashtabula,7,96513,246
Malignant neoplasms of colon rectum and anus (C18-C21),Ashtabula,26,96513,248
Malignant neoplasm of pancreas (C25),Ashtabula,23,96513,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),Ashtabula,55,96513,252
Malignant neoplasm of breast (C50),Ashtabula,13,96513,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Ashtabula,13,96513,256
Malignant neoplasm of prostate (C61),Ashtabula,11,96513,258
Malignant neoplasms of urinary tract (C64-C68),Ashtabula,10,96513,260
Non-Hodgkin’s lymphoma (C82-C85),Ashtabula,6,96513,262
Leukemia (C91-C95),Ashtabula,8,96513,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Ashtabula,66,96513,266
Diabetes mellitus (E10-E14),Ashtabula,53,96513,268
Alzheimer’s disease (G30),Ashtabula,29,96513,270
Hypertensive heart disease with or without renal disease (I11I13),Ashtabula,24,96513,272
Ischemic heart diseases (I20-I25),Ashtabula,237,96513,274
Other diseases of heart (I00-I09I26-I51),Ashtabula,104,96513,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),Ashtabula,14,96513,278
Cerebrovascular diseases (I60-I69),Ashtabula,77,96513,280
Atherosclerosis (I70),Ashtabula,0,96513,282
Other diseases of circulatory system (I71-I78),Ashtabula,4,96513,284
Influenza and pneumonia (J09-J18),Ashtabula,20,96513,286
Chronic lower respiratory diseases (J40-J47),Ashtabula,81,96513,288
Peptic ulcer (K25-K28),Ashtabula,1,96513,290
Chronic liver disease and cirrhosis (K70K73-K74),Ashtabula,17,96513,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Ashtabula,23,96513,294
Pregnancy childbirth and the puerperium (O00-O99),Ashtabula,1,96513,296
Certain conditions originating in the perinatal period (P00-P96),Ashtabula,3,96513,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Ashtabula,5,96513,300
Sudden infant death syndrome (R95),Ashtabula,0,96513,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Ashtabula,5,96513,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Ashtabula,491,96513,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Ashtabula,16,96513,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Ashtabula,71,96513,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Ashtabula,25,96513,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Ashtabula,4,96513,314
All other external causes (Y10-Y36Y87.2Y89),Ashtabula,0,96513,316
Tuberculosis (A16-A19),Athens,0,65481,320
Syphilis (A50-A53),Athens,0,65481,322
Human immunodeficiency virus (HIV) disease (B20-B24),Athens,1,65481,324
Malignant neoplasm of stomach (C16),Athens,0,65481,326
Malignant neoplasms of colon rectum and anus (C18-C21),Athens,16,65481,328
Malignant neoplasm of pancreas (C25),Athens,3,65481,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),Athens,17,65481,332
Malignant neoplasm of breast (C50),Athens,1,65481,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Athens,5,65481,336
Malignant neoplasm of prostate (C61),Athens,7,65481,338
Malignant neoplasms of urinary tract (C64-C68),Athens,5,65481,340
Non-Hodgkin’s lymphoma (C82-C85),Athens,7,65481,342
Leukemia (C91-C95),Athens,2,65481,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Athens,31,65481,346
Diabetes mellitus (E10-E14),Athens,19,65481,348
Alzheimer’s disease (G30),Athens,26,65481,350
Hypertensive heart disease with or without renal disease (I11I13),Athens,8,65481,352
Ischemic heart diseases (I20-I25),Athens,82,65481,354
Other diseases of heart (I00-I09I26-I51),Athens,47,65481,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),Athens,9,65481,358
Cerebrovascular diseases (I60-I69),Athens,18,65481,360
Atherosclerosis (I70),Athens,4,65481,362
Other diseases of circulatory system (I71-I78),Athens,2,65481,364
Influenza and pneumonia (J09-J18),Athens,6,65481,366
Chronic lower respiratory diseases (J40-J47),Athens,30,65481,368
Peptic ulcer (K25-K28),Athens,1,65481,370
Chronic liver disease and cirrhosis (K70K73-K74),Athens,7,65481,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Athens,10,65481,374
Pregnancy childbirth and the puerperium (O00-O99),Athens,0,65481,376
Certain conditions originating in the perinatal period (P00-P96),Athens,2,65481,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Athens,3,65481,380
Sudden infant death syndrome (R95),Athens,0,65481,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Athens,21,65481,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Athens,186,65481,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Athens,13,65481,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Athens,47,65481,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Athens,8,65481,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Athens,3,65481,394
All other external causes (Y10-Y36Y87.2Y89),Athens,0,65481,396
Tuberculosis (A16-A19),Auglaize,0,45680,400
Syphilis (A50-A53),Auglaize,0,45680,402
Human immunodeficiency virus (HIV) disease (B20-B24),Auglaize,0,45680,404
Malignant neoplasm of stomach (C16),Auglaize,1,45680,406
Malignant neoplasms of colon rectum and anus (C18-C21),Auglaize,12,45680,408
Malignant neoplasm of pancreas (C25),Auglaize,9,45680,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),Auglaize,30,45680,412
Malignant neoplasm of breast (C50),Auglaize,8,45680,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Auglaize,2,45680,416
Malignant neoplasm of prostate (C61),Auglaize,5,45680,418
Malignant neoplasms of urinary tract (C64-C68),Auglaize,4,45680,420
Non-Hodgkin’s lymphoma (C82-C85),Auglaize,3,45680,422
Leukemia (C91-C95),Auglaize,2,45680,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Auglaize,29,45680,426
Diabetes mellitus (E10-E14),Auglaize,17,45680,428
Alzheimer’s disease (G30),Auglaize,27,45680,430
Hypertensive heart disease with or without renal disease (I11I13),Auglaize,6,45680,432
Ischemic heart diseases (I20-I25),Auglaize,90,45680,434
Other diseases of heart (I00-I09I26-I51),Auglaize,46,45680,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),Auglaize,13,45680,438
Cerebrovascular diseases (I60-I69),Auglaize,23,45680,440
Atherosclerosis (I70),Auglaize,0,45680,442
Other diseases of circulatory system (I71-I78),Auglaize,1,45680,444
Influenza and pneumonia (J09-J18),Auglaize,9,45680,446
Chronic lower respiratory diseases (J40-J47),Auglaize,29,45680,448
Peptic ulcer (K25-K28),Auglaize,0,45680,450
Chronic liver disease and cirrhosis (K70K73-K74),Auglaize,2,45680,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Auglaize,6,45680,454
Pregnancy childbirth and the puerperium (O00-O99),Auglaize,0,45680,456
Certain conditions originating in the perinatal period (P00-P96),Auglaize,2,45680,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Auglaize,1,45680,460
Sudden infant death syndrome (R95),Auglaize,0,45680,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Auglaize,6,45680,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Auglaize,194,45680,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Auglaize,6,45680,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Auglaize,19,45680,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Auglaize,7,45680,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Auglaize,0,45680,474
All other external causes (Y10-Y36Y87.2Y89),Auglaize,0,45680,476
Tuberculosis (A16-A19),Belmont,0,65932,480
Syphilis (A50-A53),Belmont,0,65932,482
Human immunodeficiency virus (HIV) disease (B20-B24),Belmont,0,65932,484
Malignant neoplasm of stomach (C16),Belmont,3,65932,486
Malignant neoplasms of colon rectum and anus (C18-C21),Belmont,16,65932,488
Malignant neoplasm of pancreas (C25),Belmont,12,65932,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),Belmont,48,65932,492
Malignant neoplasm of breast (C50),Belmont,11,65932,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Belmont,4,65932,496
Malignant neoplasm of prostate (C61),Belmont,4,65932,498
Malignant neoplasms of urinary tract (C64-C68),Belmont,12,65932,500
Non-Hodgkin’s lymphoma (C82-C85),Belmont,8,65932,502
Leukemia (C91-C95),Belmont,5,65932,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Belmont,60,65932,506
Diabetes mellitus (E10-E14),Belmont,48,65932,508
Alzheimer’s disease (G30),Belmont,13,65932,510
Hypertensive heart disease with or without renal disease (I11I13),Belmont,13,65932,512
Ischemic heart diseases (I20-I25),Belmont,193,65932,514
Other diseases of heart (I00-I09I26-I51),Belmont,83,65932,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),Belmont,10,65932,518
Cerebrovascular diseases (I60-I69),Belmont,40,65932,520
Atherosclerosis (I70),Belmont,4,65932,522
Other diseases of circulatory system (I71-I78),Belmont,4,65932,524
Influenza and pneumonia (J09-J18),Belmont,24,65932,526
Chronic lower respiratory diseases (J40-J47),Belmont,51,65932,528
Peptic ulcer (K25-K28),Belmont,1,65932,530
Chronic liver disease and cirrhosis (K70K73-K74),Belmont,11,65932,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Belmont,34,65932,534
Pregnancy childbirth and the puerperium (O00-O99),Belmont,0,65932,536
Certain conditions originating in the perinatal period (P00-P96),Belmont,3,65932,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Belmont,3,65932,540
Sudden infant death syndrome (R95),Belmont,0,65932,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Belmont,17,65932,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Belmont,338,65932,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Belmont,9,65932,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Belmont,36,65932,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Belmont,11,65932,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Belmont,3,65932,554
All other external causes (Y10-Y36Y87.2Y89),Belmont,0,65932,556
Tuberculosis (A16-A19),Brown,0,43414,560
Syphilis (A50-A53),Brown,0,43414,562
Human immunodeficiency virus (HIV) disease (B20-B24),Brown,0,43414,564
Malignant neoplasm of stomach (C16),Brown,1,43414,566
Malignant neoplasms of colon rectum and anus (C18-C21),Brown,12,43414,568
Malignant neoplasm of pancreas (C25),Brown,1,43414,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),Brown,27,43414,572
Malignant neoplasm of breast (C50),Brown,7,43414,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Brown,3,43414,576
Malignant neoplasm of prostate (C61),Brown,2,43414,578
Malignant neoplasms of urinary tract (C64-C68),Brown,3,43414,580
Non-Hodgkin’s lymphoma (C82-C85),Brown,3,43414,582
Leukemia (C91-C95),Brown,3,43414,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Brown,29,43414,586
Diabetes mellitus (E10-E14),Brown,15,43414,588
Alzheimer’s disease (G30),Brown,31,43414,590
Hypertensive heart disease with or without renal disease (I11I13),Brown,12,43414,592
Ischemic heart diseases (I20-I25),Brown,84,43414,594
Other diseases of heart (I00-I09I26-I51),Brown,42,43414,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),Brown,3,43414,598
Cerebrovascular diseases (I60-I69),Brown,29,43414,600
Atherosclerosis (I70),Brown,0,43414,602
Other diseases of circulatory system (I71-I78),Brown,5,43414,604
Influenza and pneumonia (J09-J18),Brown,11,43414,606
Chronic lower respiratory diseases (J40-J47),Brown,45,43414,608
Peptic ulcer (K25-K28),Brown,1,43414,610
Chronic liver disease and cirrhosis (K70K73-K74),Brown,13,43414,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),Brown,9,43414,614
Pregnancy childbirth and the puerperium (O00-O99),Brown,0,43414,616
Certain conditions originating in the perinatal period (P00-P96),Brown,0,43414,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),Brown,3,43414,620
Sudden infant death syndrome (R95),Brown,1,43414,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),Brown,4,43414,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),Brown,228,43414,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),Brown,6,43414,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),Brown,37,43414,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),Brown,5,43414,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),Brown,2,43414,634
All other external causes (Y10-Y36Y87.2Y89),Brown,3,43414,636
Tuberculosis (A16-A19),Butler,0,385648,640
Syphilis (A50-A53),Butler,0,385648,642
Human immunodeficiency virus (HIV) disease (B20-B24),Butler,2,385648,644
Malignant neoplasm of stomach (C16),Butler,11,385648,646
Malignant neoplasms of colon rectum and anus (C18-C21),Butler,64,385648,648
Malignant neoplasm of pancreas (C25),Butler,63,385648,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),Butler,189,385648,652
Malignant neoplasm of breast (C50),Butler,50,385648,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),Butler,34,385648,656
Malignant neoplasm of prostate (C61),Butler,29,385648,658
Malignant neoplasms of urinary tract (C64-C68),Butler,36,385648,660
Non-Hodgkin’s lymphoma (C82-C85),Butler,23,385648,662
Leukemia (C91-C95),Butler,24,385648,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),Butler,182,385648,666
Diabetes mellitus (E10-E14),Butler,112,385648,668
Alzheimer’s disease (G30),Butler,116,385648,670
Hypertensive heart disease with or without renal disease (I11I13),Butler,47,385648,672
Ischemic heart diseases (I20-I25),Butler,397,385648,674
Other diseases of heart (I00-I09I26-I51),Butler,336,385648,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),Butler,46,385648,678
Cerebrovascular diseases (I60-I69),Butler,243,385648,680
Atherosclerosis (I70),Butler,3,385648,682
Other diseases of circulatory system (I71-I78),Butler,21,385648,684
Influenza and pneumonia (J09-J18),Butler,59,385648,686
Chronic lower respiratory diseases (J40-J47),Butler,163,385648,688
Peptic ulcer (K25-K28),Butler,4,385648,690
Chronic liver disease and cirrhosis (K70K73-K74),Butler,43,385648,692
