DeathCOD39ICDCode39Desc,DeathAgeGroupNCHSAgeNCHS,Deaths,Population,SORT
Chronic liver disease and cirrhosis (K70K73-K74),1-4,0,560839,132
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),1-4,1,560839,134
Pregnancy childbirth and the puerperium (O00-O99),1-4,0,560839,136
Certain conditions originating in the perinatal period (P00-P96),1-4,5,560839,138
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),1-4,13,560839,140
Sudden infant death syndrome (R95),1-4,0,560839,142
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),1-4,9,560839,144
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),1-4,27,560839,146
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1-4,16,560839,148
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),1-4,36,560839,150
Intentional self-harm (suicide) (*U03X60-X84Y87.0),1-4,0,560839,152
Assault (homicide) (*U01-*U02X85-Y09Y87.1),1-4,27,560839,154
All other external causes (Y10-Y36Y87.2Y89),1-4,1,560839,156
Tuberculosis (A16-A19),5-14,0,1446521,160
Syphilis (A50-A53),5-14,0,1446521,162
Human immunodeficiency virus (HIV) disease (B20-B24),5-14,0,1446521,164
Malignant neoplasm of stomach (C16),5-14,0,1446521,166
Malignant neoplasms of colon rectum and anus (C18-C21),5-14,0,1446521,168
Malignant neoplasm of pancreas (C25),5-14,0,1446521,170
Malignant neoplasms of trachea bronchus and lung (C33-C34),5-14,0,1446521,172
Malignant neoplasm of breast (C50),5-14,0,1446521,174
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),5-14,0,1446521,176
Malignant neoplasm of prostate (C61),5-14,0,1446521,178
Malignant neoplasms of urinary tract (C64-C68),5-14,0,1446521,180
Non-Hodgkin’s lymphoma (C82-C85),5-14,1,1446521,182
Leukemia (C91-C95),5-14,3,1446521,184
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),5-14,20,1446521,186
Diabetes mellitus (E10-E14),5-14,0,1446521,188
Alzheimer’s disease (G30),5-14,0,1446521,190
Hypertensive heart disease with or without renal disease (I11I13),5-14,0,1446521,192
Ischemic heart diseases (I20-I25),5-14,0,1446521,194
Other diseases of heart (I00-I09I26-I51),5-14,6,1446521,196
Essential (primary) hypertension and hypertensive renal disease (I10I12),5-14,0,1446521,198
Cerebrovascular diseases (I60-I69),5-14,2,1446521,200
Atherosclerosis (I70),5-14,1,1446521,202
Other diseases of circulatory system (I71-I78),5-14,0,1446521,204
Influenza and pneumonia (J09-J18),5-14,3,1446521,206
Chronic lower respiratory diseases (J40-J47),5-14,10,1446521,208
Peptic ulcer (K25-K28),5-14,0,1446521,210
Chronic liver disease and cirrhosis (K70K73-K74),5-14,0,1446521,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5-14,2,1446521,214
Pregnancy childbirth and the puerperium (O00-O99),5-14,0,1446521,216
Certain conditions originating in the perinatal period (P00-P96),5-14,2,1446521,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),5-14,16,1446521,220
Sudden infant death syndrome (R95),5-14,0,1446521,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),5-14,5,1446521,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),5-14,32,1446521,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),5-14,24,1446521,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),5-14,24,1446521,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),5-14,28,1446521,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),5-14,9,1446521,234
All other external causes (Y10-Y36Y87.2Y89),5-14,5,1446521,236
Tuberculosis (A16-A19),15-24,1,1518022,240
Syphilis (A50-A53),15-24,0,1518022,242
Human immunodeficiency virus (HIV) disease (B20-B24),15-24,3,1518022,244
Malignant neoplasm of stomach (C16),15-24,1,1518022,246
Malignant neoplasms of colon rectum and anus (C18-C21),15-24,2,1518022,248
Malignant neoplasm of pancreas (C25),15-24,0,1518022,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),15-24,2,1518022,252
Malignant neoplasm of breast (C50),15-24,1,1518022,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),15-24,0,1518022,256
Malignant neoplasm of prostate (C61),15-24,0,1518022,258
Malignant neoplasms of urinary tract (C64-C68),15-24,3,1518022,260
Non-Hodgkin’s lymphoma (C82-C85),15-24,4,1518022,262
Leukemia (C91-C95),15-24,8,1518022,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),15-24,24,1518022,266
Diabetes mellitus (E10-E14),15-24,10,1518022,268
Alzheimer’s disease (G30),15-24,0,1518022,270
Hypertensive heart disease with or without renal disease (I11I13),15-24,2,1518022,272
Ischemic heart diseases (I20-I25),15-24,3,1518022,274
Other diseases of heart (I00-I09I26-I51),15-24,43,1518022,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),15-24,0,1518022,278
Cerebrovascular diseases (I60-I69),15-24,7,1518022,280
Atherosclerosis (I70),15-24,0,1518022,282
Other diseases of circulatory system (I71-I78),15-24,0,1518022,284
Influenza and pneumonia (J09-J18),15-24,8,1518022,286
Chronic lower respiratory diseases (J40-J47),15-24,7,1518022,288
Peptic ulcer (K25-K28),15-24,0,1518022,290
Chronic liver disease and cirrhosis (K70K73-K74),15-24,1,1518022,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),15-24,1,1518022,294
Pregnancy childbirth and the puerperium (O00-O99),15-24,2,1518022,296
Certain conditions originating in the perinatal period (P00-P96),15-24,0,1518022,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),15-24,23,1518022,300
Sudden infant death syndrome (R95),15-24,0,1518022,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),15-24,15,1518022,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),15-24,100,1518022,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),15-24,195,1518022,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),15-24,311,1518022,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),15-24,243,1518022,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),15-24,173,1518022,314
All other external causes (Y10-Y36Y87.2Y89),15-24,14,1518022,316
Tuberculosis (A16-A19),25-34,0,1543793,320
Syphilis (A50-A53),25-34,0,1543793,322
Human immunodeficiency virus (HIV) disease (B20-B24),25-34,15,1543793,324
Malignant neoplasm of stomach (C16),25-34,3,1543793,326
Malignant neoplasms of colon rectum and anus (C18-C21),25-34,13,1543793,328
Malignant neoplasm of pancreas (C25),25-34,6,1543793,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),25-34,6,1543793,332
Malignant neoplasm of breast (C50),25-34,19,1543793,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),25-34,10,1543793,336
Malignant neoplasm of prostate (C61),25-34,0,1543793,338
Malignant neoplasms of urinary tract (C64-C68),25-34,3,1543793,340
Non-Hodgkin’s lymphoma (C82-C85),25-34,5,1543793,342
Leukemia (C91-C95),25-34,11,1543793,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),25-34,55,1543793,346
Diabetes mellitus (E10-E14),25-34,31,1543793,348
Alzheimer’s disease (G30),25-34,0,1543793,350
Hypertensive heart disease with or without renal disease (I11I13),25-34,20,1543793,352
Ischemic heart diseases (I20-I25),25-34,40,1543793,354
Other diseases of heart (I00-I09I26-I51),25-34,91,1543793,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),25-34,3,1543793,358
Cerebrovascular diseases (I60-I69),25-34,22,1543793,360
Atherosclerosis (I70),25-34,1,1543793,362
Other diseases of circulatory system (I71-I78),25-34,9,1543793,364
Influenza and pneumonia (J09-J18),25-34,13,1543793,366
Chronic lower respiratory diseases (J40-J47),25-34,11,1543793,368
Peptic ulcer (K25-K28),25-34,3,1543793,370
Chronic liver disease and cirrhosis (K70K73-K74),25-34,29,1543793,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),25-34,10,1543793,374
Pregnancy childbirth and the puerperium (O00-O99),25-34,12,1543793,376
Certain conditions originating in the perinatal period (P00-P96),25-34,0,1543793,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),25-34,27,1543793,380
Sudden infant death syndrome (R95),25-34,0,1543793,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),25-34,30,1543793,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),25-34,261,1543793,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),25-34,184,1543793,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),25-34,1149,1543793,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),25-34,295,1543793,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),25-34,206,1543793,394
All other external causes (Y10-Y36Y87.2Y89),25-34,21,1543793,396
Tuberculosis (A16-A19),35-44,1,1390072,400
Syphilis (A50-A53),35-44,0,1390072,402
Human immunodeficiency virus (HIV) disease (B20-B24),35-44,13,1390072,404
Malignant neoplasm of stomach (C16),35-44,8,1390072,406
Malignant neoplasms of colon rectum and anus (C18-C21),35-44,59,1390072,408
Malignant neoplasm of pancreas (C25),35-44,24,1390072,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),35-44,30,1390072,412
Malignant neoplasm of breast (C50),35-44,71,1390072,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),35-44,33,1390072,416
Malignant neoplasm of prostate (C61),35-44,1,1390072,418
Malignant neoplasms of urinary tract (C64-C68),35-44,13,1390072,420
Non-Hodgkin’s lymphoma (C82-C85),35-44,12,1390072,422
Leukemia (C91-C95),35-44,14,1390072,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),35-44,125,1390072,426
Diabetes mellitus (E10-E14),35-44,86,1390072,428
Alzheimer’s disease (G30),35-44,0,1390072,430
Hypertensive heart disease with or without renal disease (I11I13),35-44,56,1390072,432
Ischemic heart diseases (I20-I25),35-44,225,1390072,434
Other diseases of heart (I00-I09I26-I51),35-44,193,1390072,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),35-44,20,1390072,438
Cerebrovascular diseases (I60-I69),35-44,64,1390072,440
Atherosclerosis (I70),35-44,0,1390072,442
Other diseases of circulatory system (I71-I78),35-44,21,1390072,444
Influenza and pneumonia (J09-J18),35-44,38,1390072,446
Chronic lower respiratory diseases (J40-J47),35-44,32,1390072,448
Peptic ulcer (K25-K28),35-44,3,1390072,450
Chronic liver disease and cirrhosis (K70K73-K74),35-44,102,1390072,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),35-44,24,1390072,454
Pregnancy childbirth and the puerperium (O00-O99),35-44,11,1390072,456
Certain conditions originating in the perinatal period (P00-P96),35-44,0,1390072,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),35-44,18,1390072,460
Sudden infant death syndrome (R95),35-44,0,1390072,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),35-44,38,1390072,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),35-44,457,1390072,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),35-44,167,1390072,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),35-44,1161,1390072,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),35-44,297,1390072,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),35-44,128,1390072,474
All other external causes (Y10-Y36Y87.2Y89),35-44,29,1390072,476
Tuberculosis (A16-A19),45-54,2,1485596,480
Syphilis (A50-A53),45-54,1,1485596,482
Human immunodeficiency virus (HIV) disease (B20-B24),45-54,40,1485596,484
Malignant neoplasm of stomach (C16),45-54,28,1485596,486
Malignant neoplasms of colon rectum and anus (C18-C21),45-54,211,1485596,488
Malignant neoplasm of pancreas (C25),45-54,109,1485596,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),45-54,369,1485596,492
Malignant neoplasm of breast (C50),45-54,185,1485596,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),45-54,93,1485596,496
Malignant neoplasm of prostate (C61),45-54,19,1485596,498
Malignant neoplasms of urinary tract (C64-C68),45-54,69,1485596,500
Non-Hodgkin’s lymphoma (C82-C85),45-54,36,1485596,502
Leukemia (C91-C95),45-54,43,1485596,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),45-54,478,1485596,506
Diabetes mellitus (E10-E14),45-54,275,1485596,508
Alzheimer’s disease (G30),45-54,8,1485596,510
Hypertensive heart disease with or without renal disease (I11I13),45-54,167,1485596,512
Ischemic heart diseases (I20-I25),45-54,851,1485596,514
Other diseases of heart (I00-I09I26-I51),45-54,390,1485596,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),45-54,58,1485596,518
Cerebrovascular diseases (I60-I69),45-54,174,1485596,520
Atherosclerosis (I70),45-54,6,1485596,522
Other diseases of circulatory system (I71-I78),45-54,50,1485596,524
Influenza and pneumonia (J09-J18),45-54,104,1485596,526
Chronic lower respiratory diseases (J40-J47),45-54,205,1485596,528
Peptic ulcer (K25-K28),45-54,8,1485596,530
Chronic liver disease and cirrhosis (K70K73-K74),45-54,280,1485596,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),45-54,70,1485596,534
Pregnancy childbirth and the puerperium (O00-O99),45-54,3,1485596,536
Certain conditions originating in the perinatal period (P00-P96),45-54,0,1485596,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),45-54,23,1485596,540
Sudden infant death syndrome (R95),45-54,0,1485596,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),45-54,73,1485596,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),45-54,1091,1485596,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),45-54,177,1485596,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),45-54,923,1485596,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),45-54,298,1485596,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),45-54,92,1485596,554
All other external causes (Y10-Y36Y87.2Y89),45-54,24,1485596,556
Tuberculosis (A16-A19),55-64,2,1610604,560
Syphilis (A50-A53),55-64,1,1610604,562
Human immunodeficiency virus (HIV) disease (B20-B24),55-64,37,1610604,564
Malignant neoplasm of stomach (C16),55-64,56,1610604,566
Malignant neoplasms of colon rectum and anus (C18-C21),55-64,408,1610604,568
Malignant neoplasm of pancreas (C25),55-64,409,1610604,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),55-64,1583,1610604,572
Malignant neoplasm of breast (C50),55-64,332,1610604,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),55-64,220,1610604,576
Malignant neoplasm of prostate (C61),55-64,118,1610604,578
Malignant neoplasms of urinary tract (C64-C68),55-64,190,1610604,580
Non-Hodgkin’s lymphoma (C82-C85),55-64,109,1610604,582
Leukemia (C91-C95),55-64,101,1610604,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),55-64,1455,1610604,586
Diabetes mellitus (E10-E14),55-64,728,1610604,588
Alzheimer’s disease (G30),55-64,58,1610604,590
Hypertensive heart disease with or without renal disease (I11I13),55-64,354,1610604,592
Ischemic heart diseases (I20-I25),55-64,2150,1610604,594
Other diseases of heart (I00-I09I26-I51),55-64,1075,1610604,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),55-64,189,1610604,598
Cerebrovascular diseases (I60-I69),55-64,532,1610604,600
Atherosclerosis (I70),55-64,15,1610604,602
Other diseases of circulatory system (I71-I78),55-64,124,1610604,604
Influenza and pneumonia (J09-J18),55-64,263,1610604,606
Chronic lower respiratory diseases (J40-J47),55-64,989,1610604,608
Peptic ulcer (K25-K28),55-64,18,1610604,610
Chronic liver disease and cirrhosis (K70K73-K74),55-64,512,1610604,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),55-64,227,1610604,614
Pregnancy childbirth and the puerperium (O00-O99),55-64,0,1610604,616
Certain conditions originating in the perinatal period (P00-P96),55-64,0,1610604,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),55-64,50,1610604,620
Sudden infant death syndrome (R95),55-64,0,1610604,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),55-64,129,1610604,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),55-64,2460,1610604,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),55-64,184,1610604,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),55-64,898,1610604,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),55-64,342,1610604,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),55-64,62,1610604,634
All other external causes (Y10-Y36Y87.2Y89),55-64,18,1610604,636
Tuberculosis (A16-A19),65-74,3,1148520,640
Syphilis (A50-A53),65-74,0,1148520,642
Human immunodeficiency virus (HIV) disease (B20-B24),65-74,16,1148520,644
Malignant neoplasm of stomach (C16),65-74,98,1148520,646
Malignant neoplasms of colon rectum and anus (C18-C21),65-74,536,1148520,648
Malignant neoplasm of pancreas (C25),65-74,584,1148520,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),65-74,2106,1148520,652
Malignant neoplasm of breast (C50),65-74,429,1148520,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),65-74,329,1148520,656
Malignant neoplasm of prostate (C61),65-74,310,1148520,658
Malignant neoplasms of urinary tract (C64-C68),65-74,344,1148520,660
Non-Hodgkin’s lymphoma (C82-C85),65-74,219,1148520,662
Leukemia (C91-C95),65-74,234,1148520,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),65-74,1969,1148520,666
Diabetes mellitus (E10-E14),65-74,1039,1148520,668
Alzheimer’s disease (G30),65-74,325,1148520,670
Hypertensive heart disease with or without renal disease (I11I13),65-74,344,1148520,672
Ischemic heart diseases (I20-I25),65-74,3257,1148520,674
Other diseases of heart (I00-I09I26-I51),65-74,1728,1148520,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),65-74,208,1148520,678
Cerebrovascular diseases (I60-I69),65-74,1036,1148520,680
Atherosclerosis (I70),65-74,32,1148520,682
Other diseases of circulatory system (I71-I78),65-74,196,1148520,684
Influenza and pneumonia (J09-J18),65-74,402,1148520,686
Chronic lower respiratory diseases (J40-J47),65-74,1907,1148520,688
Peptic ulcer (K25-K28),65-74,21,1148520,690
