DeathCOD39ICDCode39Desc,DeathAgeGroupNCHSAgeNCHS,Deaths,Population,SORT
Influenza and pneumonia (J09-J18),1-4,0,552042,126
Chronic lower respiratory diseases (J40-J47),1-4,1,552042,128
Peptic ulcer (K25-K28),1-4,0,552042,130
Chronic liver disease and cirrhosis (K70K73-K74),1-4,0,552042,132
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),1-4,0,552042,134
Pregnancy childbirth and the puerperium (O00-O99),1-4,0,552042,136
Certain conditions originating in the perinatal period (P00-P96),1-4,1,552042,138
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),1-4,22,552042,140
Sudden infant death syndrome (R95),1-4,0,552042,142
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),1-4,9,552042,144
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),1-4,21,552042,146
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1-4,12,552042,148
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),1-4,41,552042,150
Intentional self-harm (suicide) (*U03X60-X84Y87.0),1-4,1,552042,152
Assault (homicide) (*U01-*U02X85-Y09Y87.1),1-4,17,552042,154
All other external causes (Y10-Y36Y87.2Y89),1-4,4,552042,156
Tuberculosis (A16-A19),5-14,0,1438483,160
Syphilis (A50-A53),5-14,0,1438483,162
Human immunodeficiency virus (HIV) disease (B20-B24),5-14,0,1438483,164
Malignant neoplasm of stomach (C16),5-14,0,1438483,166
Malignant neoplasms of colon rectum and anus (C18-C21),5-14,0,1438483,168
Malignant neoplasm of pancreas (C25),5-14,1,1438483,170
Malignant neoplasms of trachea bronchus and lung (C33-C34),5-14,0,1438483,172
Malignant neoplasm of breast (C50),5-14,0,1438483,174
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),5-14,1,1438483,176
Malignant neoplasm of prostate (C61),5-14,0,1438483,178
Malignant neoplasms of urinary tract (C64-C68),5-14,2,1438483,180
Non-Hodgkin’s lymphoma (C82-C85),5-14,2,1438483,182
Leukemia (C91-C95),5-14,7,1438483,184
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),5-14,15,1438483,186
Diabetes mellitus (E10-E14),5-14,1,1438483,188
Alzheimer’s disease (G30),5-14,0,1438483,190
Hypertensive heart disease with or without renal disease (I11I13),5-14,0,1438483,192
Ischemic heart diseases (I20-I25),5-14,1,1438483,194
Other diseases of heart (I00-I09I26-I51),5-14,4,1438483,196
Essential (primary) hypertension and hypertensive renal disease (I10I12),5-14,0,1438483,198
Cerebrovascular diseases (I60-I69),5-14,3,1438483,200
Atherosclerosis (I70),5-14,0,1438483,202
Other diseases of circulatory system (I71-I78),5-14,0,1438483,204
Influenza and pneumonia (J09-J18),5-14,2,1438483,206
Chronic lower respiratory diseases (J40-J47),5-14,5,1438483,208
Peptic ulcer (K25-K28),5-14,0,1438483,210
Chronic liver disease and cirrhosis (K70K73-K74),5-14,1,1438483,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5-14,0,1438483,214
Pregnancy childbirth and the puerperium (O00-O99),5-14,0,1438483,216
Certain conditions originating in the perinatal period (P00-P96),5-14,1,1438483,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),5-14,13,1438483,220
Sudden infant death syndrome (R95),5-14,0,1438483,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),5-14,11,1438483,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),5-14,36,1438483,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),5-14,28,1438483,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),5-14,37,1438483,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),5-14,24,1438483,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),5-14,31,1438483,234
All other external causes (Y10-Y36Y87.2Y89),5-14,6,1438483,236
Tuberculosis (A16-A19),15-24,0,1493334,240
Syphilis (A50-A53),15-24,0,1493334,242
Human immunodeficiency virus (HIV) disease (B20-B24),15-24,0,1493334,244
Malignant neoplasm of stomach (C16),15-24,0,1493334,246
Malignant neoplasms of colon rectum and anus (C18-C21),15-24,2,1493334,248
Malignant neoplasm of pancreas (C25),15-24,0,1493334,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),15-24,0,1493334,252
Malignant neoplasm of breast (C50),15-24,1,1493334,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),15-24,1,1493334,256
Malignant neoplasm of prostate (C61),15-24,0,1493334,258
Malignant neoplasms of urinary tract (C64-C68),15-24,2,1493334,260
Non-Hodgkin’s lymphoma (C82-C85),15-24,1,1493334,262
Leukemia (C91-C95),15-24,7,1493334,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),15-24,23,1493334,266
Diabetes mellitus (E10-E14),15-24,17,1493334,268
Alzheimer’s disease (G30),15-24,0,1493334,270
Hypertensive heart disease with or without renal disease (I11I13),15-24,4,1493334,272
Ischemic heart diseases (I20-I25),15-24,7,1493334,274
Other diseases of heart (I00-I09I26-I51),15-24,30,1493334,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),15-24,1,1493334,278
Cerebrovascular diseases (I60-I69),15-24,4,1493334,280
Atherosclerosis (I70),15-24,0,1493334,282
Other diseases of circulatory system (I71-I78),15-24,0,1493334,284
Influenza and pneumonia (J09-J18),15-24,4,1493334,286
Chronic lower respiratory diseases (J40-J47),15-24,4,1493334,288
Peptic ulcer (K25-K28),15-24,0,1493334,290
Chronic liver disease and cirrhosis (K70K73-K74),15-24,0,1493334,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),15-24,1,1493334,294
Pregnancy childbirth and the puerperium (O00-O99),15-24,9,1493334,296
Certain conditions originating in the perinatal period (P00-P96),15-24,1,1493334,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),15-24,17,1493334,300
Sudden infant death syndrome (R95),15-24,0,1493334,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),15-24,34,1493334,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),15-24,128,1493334,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),15-24,216,1493334,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),15-24,313,1493334,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),15-24,232,1493334,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),15-24,257,1493334,314
All other external causes (Y10-Y36Y87.2Y89),15-24,13,1493334,316
Tuberculosis (A16-A19),25-34,0,1561808,320
Syphilis (A50-A53),25-34,0,1561808,322
Human immunodeficiency virus (HIV) disease (B20-B24),25-34,23,1561808,324
Malignant neoplasm of stomach (C16),25-34,4,1561808,326
Malignant neoplasms of colon rectum and anus (C18-C21),25-34,19,1561808,328
Malignant neoplasm of pancreas (C25),25-34,2,1561808,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),25-34,3,1561808,332
Malignant neoplasm of breast (C50),25-34,11,1561808,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),25-34,17,1561808,336
Malignant neoplasm of prostate (C61),25-34,0,1561808,338
Malignant neoplasms of urinary tract (C64-C68),25-34,1,1561808,340
Non-Hodgkin’s lymphoma (C82-C85),25-34,10,1561808,342
Leukemia (C91-C95),25-34,10,1561808,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),25-34,71,1561808,346
Diabetes mellitus (E10-E14),25-34,46,1561808,348
Alzheimer’s disease (G30),25-34,0,1561808,350
Hypertensive heart disease with or without renal disease (I11I13),25-34,25,1561808,352
Ischemic heart diseases (I20-I25),25-34,47,1561808,354
Other diseases of heart (I00-I09I26-I51),25-34,121,1561808,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),25-34,2,1561808,358
Cerebrovascular diseases (I60-I69),25-34,25,1561808,360
Atherosclerosis (I70),25-34,0,1561808,362
Other diseases of circulatory system (I71-I78),25-34,9,1561808,364
Influenza and pneumonia (J09-J18),25-34,15,1561808,366
Chronic lower respiratory diseases (J40-J47),25-34,10,1561808,368
Peptic ulcer (K25-K28),25-34,1,1561808,370
Chronic liver disease and cirrhosis (K70K73-K74),25-34,52,1561808,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),25-34,11,1561808,374
Pregnancy childbirth and the puerperium (O00-O99),25-34,26,1561808,376
Certain conditions originating in the perinatal period (P00-P96),25-34,0,1561808,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),25-34,20,1561808,380
Sudden infant death syndrome (R95),25-34,0,1561808,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),25-34,63,1561808,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),25-34,457,1561808,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),25-34,274,1561808,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),25-34,1297,1561808,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),25-34,329,1561808,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),25-34,307,1561808,394
All other external causes (Y10-Y36Y87.2Y89),25-34,28,1561808,396
Tuberculosis (A16-A19),35-44,1,1410659,400
Syphilis (A50-A53),35-44,0,1410659,402
Human immunodeficiency virus (HIV) disease (B20-B24),35-44,20,1410659,404
Malignant neoplasm of stomach (C16),35-44,11,1410659,406
Malignant neoplasms of colon rectum and anus (C18-C21),35-44,54,1410659,408
Malignant neoplasm of pancreas (C25),35-44,10,1410659,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),35-44,42,1410659,412
Malignant neoplasm of breast (C50),35-44,68,1410659,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),35-44,38,1410659,416
Malignant neoplasm of prostate (C61),35-44,0,1410659,418
Malignant neoplasms of urinary tract (C64-C68),35-44,12,1410659,420
Non-Hodgkin’s lymphoma (C82-C85),35-44,17,1410659,422
Leukemia (C91-C95),35-44,19,1410659,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),35-44,161,1410659,426
Diabetes mellitus (E10-E14),35-44,108,1410659,428
Alzheimer’s disease (G30),35-44,1,1410659,430
Hypertensive heart disease with or without renal disease (I11I13),35-44,99,1410659,432
Ischemic heart diseases (I20-I25),35-44,216,1410659,434
Other diseases of heart (I00-I09I26-I51),35-44,204,1410659,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),35-44,14,1410659,438
Cerebrovascular diseases (I60-I69),35-44,85,1410659,440
Atherosclerosis (I70),35-44,0,1410659,442
Other diseases of circulatory system (I71-I78),35-44,21,1410659,444
Influenza and pneumonia (J09-J18),35-44,29,1410659,446
Chronic lower respiratory diseases (J40-J47),35-44,36,1410659,448
Peptic ulcer (K25-K28),35-44,4,1410659,450
Chronic liver disease and cirrhosis (K70K73-K74),35-44,181,1410659,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),35-44,30,1410659,454
Pregnancy childbirth and the puerperium (O00-O99),35-44,23,1410659,456
Certain conditions originating in the perinatal period (P00-P96),35-44,0,1410659,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),35-44,20,1410659,460
Sudden infant death syndrome (R95),35-44,0,1410659,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),35-44,90,1410659,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),35-44,1098,1410659,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),35-44,215,1410659,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),35-44,1615,1410659,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),35-44,286,1410659,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),35-44,177,1410659,474
All other external causes (Y10-Y36Y87.2Y89),35-44,28,1410659,476
Tuberculosis (A16-A19),45-54,0,1419979,480
Syphilis (A50-A53),45-54,0,1419979,482
Human immunodeficiency virus (HIV) disease (B20-B24),45-54,22,1419979,484
Malignant neoplasm of stomach (C16),45-54,24,1419979,486
Malignant neoplasms of colon rectum and anus (C18-C21),45-54,166,1419979,488
Malignant neoplasm of pancreas (C25),45-54,90,1419979,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),45-54,271,1419979,492
Malignant neoplasm of breast (C50),45-54,155,1419979,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),45-54,93,1419979,496
Malignant neoplasm of prostate (C61),45-54,14,1419979,498
Malignant neoplasms of urinary tract (C64-C68),45-54,56,1419979,500
Non-Hodgkin’s lymphoma (C82-C85),45-54,37,1419979,502
Leukemia (C91-C95),45-54,28,1419979,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),45-54,437,1419979,506
Diabetes mellitus (E10-E14),45-54,300,1419979,508
Alzheimer’s disease (G30),45-54,6,1419979,510
Hypertensive heart disease with or without renal disease (I11I13),45-54,196,1419979,512
Ischemic heart diseases (I20-I25),45-54,783,1419979,514
Other diseases of heart (I00-I09I26-I51),45-54,478,1419979,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),45-54,62,1419979,518
Cerebrovascular diseases (I60-I69),45-54,210,1419979,520
Atherosclerosis (I70),45-54,6,1419979,522
Other diseases of circulatory system (I71-I78),45-54,45,1419979,524
Influenza and pneumonia (J09-J18),45-54,82,1419979,526
Chronic lower respiratory diseases (J40-J47),45-54,178,1419979,528
Peptic ulcer (K25-K28),45-54,13,1419979,530
Chronic liver disease and cirrhosis (K70K73-K74),45-54,384,1419979,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),45-54,91,1419979,534
Pregnancy childbirth and the puerperium (O00-O99),45-54,2,1419979,536
Certain conditions originating in the perinatal period (P00-P96),45-54,0,1419979,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),45-54,26,1419979,540
Sudden infant death syndrome (R95),45-54,0,1419979,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),45-54,114,1419979,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),45-54,2511,1419979,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),45-54,185,1419979,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),45-54,1312,1419979,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),45-54,257,1419979,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),45-54,101,1419979,554
All other external causes (Y10-Y36Y87.2Y89),45-54,19,1419979,556
Tuberculosis (A16-A19),55-64,1,1586958,560
Syphilis (A50-A53),55-64,0,1586958,562
Human immunodeficiency virus (HIV) disease (B20-B24),55-64,33,1586958,564
Malignant neoplasm of stomach (C16),55-64,63,1586958,566
Malignant neoplasms of colon rectum and anus (C18-C21),55-64,427,1586958,568
Malignant neoplasm of pancreas (C25),55-64,382,1586958,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),55-64,1408,1586958,572
Malignant neoplasm of breast (C50),55-64,303,1586958,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),55-64,223,1586958,576
Malignant neoplasm of prostate (C61),55-64,105,1586958,578
Malignant neoplasms of urinary tract (C64-C68),55-64,184,1586958,580
Non-Hodgkin’s lymphoma (C82-C85),55-64,101,1586958,582
Leukemia (C91-C95),55-64,116,1586958,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),55-64,1414,1586958,586
Diabetes mellitus (E10-E14),55-64,778,1586958,588
Alzheimer’s disease (G30),55-64,63,1586958,590
Hypertensive heart disease with or without renal disease (I11I13),55-64,445,1586958,592
Ischemic heart diseases (I20-I25),55-64,2413,1586958,594
Other diseases of heart (I00-I09I26-I51),55-64,1250,1586958,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),55-64,204,1586958,598
Cerebrovascular diseases (I60-I69),55-64,621,1586958,600
Atherosclerosis (I70),55-64,19,1586958,602
Other diseases of circulatory system (I71-I78),55-64,132,1586958,604
Influenza and pneumonia (J09-J18),55-64,192,1586958,606
Chronic lower respiratory diseases (J40-J47),55-64,885,1586958,608
Peptic ulcer (K25-K28),55-64,22,1586958,610
Chronic liver disease and cirrhosis (K70K73-K74),55-64,630,1586958,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),55-64,257,1586958,614
Pregnancy childbirth and the puerperium (O00-O99),55-64,0,1586958,616
Certain conditions originating in the perinatal period (P00-P96),55-64,0,1586958,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),55-64,71,1586958,620
Sudden infant death syndrome (R95),55-64,0,1586958,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),55-64,214,1586958,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),55-64,5777,1586958,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),55-64,219,1586958,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),55-64,1271,1586958,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),55-64,273,1586958,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),55-64,65,1586958,634
All other external causes (Y10-Y36Y87.2Y89),55-64,16,1586958,636
Tuberculosis (A16-A19),65-74,3,1233236,640
Syphilis (A50-A53),65-74,0,1233236,642
Human immunodeficiency virus (HIV) disease (B20-B24),65-74,8,1233236,644
Malignant neoplasm of stomach (C16),65-74,96,1233236,646
Malignant neoplasms of colon rectum and anus (C18-C21),65-74,560,1233236,648
Malignant neoplasm of pancreas (C25),65-74,626,1233236,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),65-74,2123,1233236,652
Malignant neoplasm of breast (C50),65-74,429,1233236,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),65-74,358,1233236,656
Malignant neoplasm of prostate (C61),65-74,321,1233236,658
Malignant neoplasms of urinary tract (C64-C68),65-74,357,1233236,660
Non-Hodgkin’s lymphoma (C82-C85),65-74,203,1233236,662
Leukemia (C91-C95),65-74,250,1233236,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),65-74,2285,1233236,666
Diabetes mellitus (E10-E14),65-74,1259,1233236,668
Alzheimer’s disease (G30),65-74,353,1233236,670
Hypertensive heart disease with or without renal disease (I11I13),65-74,531,1233236,672
Ischemic heart diseases (I20-I25),65-74,3664,1233236,674
Other diseases of heart (I00-I09I26-I51),65-74,2137,1233236,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),65-74,290,1233236,678
Cerebrovascular diseases (I60-I69),65-74,1241,1233236,680
Atherosclerosis (I70),65-74,45,1233236,682
Other diseases of circulatory system (I71-I78),65-74,235,1233236,684
Influenza and pneumonia (J09-J18),65-74,337,1233236,686
Chronic lower respiratory diseases (J40-J47),65-74,1876,1233236,688
Peptic ulcer (K25-K28),65-74,35,1233236,690
