DeathCOD39ICDCode39Desc,DeathAgeGroupNCHSAgeNCHS,Deaths,Population,SORT
All other external causes (Y10-Y36Y87.2Y89),< 1,5,137994,76
Tuberculosis (A16-A19),1-4,0,561182,80
Syphilis (A50-A53),1-4,0,561182,82
Human immunodeficiency virus (HIV) disease (B20-B24),1-4,0,561182,84
Malignant neoplasm of stomach (C16),1-4,0,561182,86
Malignant neoplasms of colon rectum and anus (C18-C21),1-4,0,561182,88
Malignant neoplasm of pancreas (C25),1-4,0,561182,90
Malignant neoplasms of trachea bronchus and lung (C33-C34),1-4,0,561182,92
Malignant neoplasm of breast (C50),1-4,0,561182,94
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),1-4,0,561182,96
Malignant neoplasm of prostate (C61),1-4,0,561182,98
Malignant neoplasms of urinary tract (C64-C68),1-4,0,561182,100
Non-Hodgkin’s lymphoma (C82-C85),1-4,0,561182,102
Leukemia (C91-C95),1-4,4,561182,104
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),1-4,8,561182,106
Diabetes mellitus (E10-E14),1-4,0,561182,108
Alzheimer’s disease (G30),1-4,0,561182,110
Hypertensive heart disease with or without renal disease (I11I13),1-4,0,561182,112
Ischemic heart diseases (I20-I25),1-4,1,561182,114
Other diseases of heart (I00-I09I26-I51),1-4,5,561182,116
Essential (primary) hypertension and hypertensive renal disease (I10I12),1-4,0,561182,118
Cerebrovascular diseases (I60-I69),1-4,4,561182,120
Atherosclerosis (I70),1-4,0,561182,122
Other diseases of circulatory system (I71-I78),1-4,0,561182,124
Influenza and pneumonia (J09-J18),1-4,4,561182,126
Chronic lower respiratory diseases (J40-J47),1-4,0,561182,128
Peptic ulcer (K25-K28),1-4,0,561182,130
Chronic liver disease and cirrhosis (K70K73-K74),1-4,0,561182,132
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),1-4,0,561182,134
Pregnancy childbirth and the puerperium (O00-O99),1-4,0,561182,136
Certain conditions originating in the perinatal period (P00-P96),1-4,1,561182,138
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),1-4,15,561182,140
Sudden infant death syndrome (R95),1-4,0,561182,142
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),1-4,8,561182,144
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),1-4,44,561182,146
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1-4,13,561182,148
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),1-4,40,561182,150
Intentional self-harm (suicide) (*U03X60-X84Y87.0),1-4,0,561182,152
Assault (homicide) (*U01-*U02X85-Y09Y87.1),1-4,20,561182,154
All other external causes (Y10-Y36Y87.2Y89),1-4,1,561182,156
Tuberculosis (A16-A19),5-14,0,1455853,160
Syphilis (A50-A53),5-14,0,1455853,162
Human immunodeficiency virus (HIV) disease (B20-B24),5-14,0,1455853,164
Malignant neoplasm of stomach (C16),5-14,0,1455853,166
Malignant neoplasms of colon rectum and anus (C18-C21),5-14,0,1455853,168
Malignant neoplasm of pancreas (C25),5-14,0,1455853,170
Malignant neoplasms of trachea bronchus and lung (C33-C34),5-14,0,1455853,172
Malignant neoplasm of breast (C50),5-14,0,1455853,174
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),5-14,0,1455853,176
Malignant neoplasm of prostate (C61),5-14,0,1455853,178
Malignant neoplasms of urinary tract (C64-C68),5-14,2,1455853,180
Non-Hodgkin’s lymphoma (C82-C85),5-14,1,1455853,182
Leukemia (C91-C95),5-14,3,1455853,184
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),5-14,20,1455853,186
Diabetes mellitus (E10-E14),5-14,2,1455853,188
Alzheimer’s disease (G30),5-14,0,1455853,190
Hypertensive heart disease with or without renal disease (I11I13),5-14,0,1455853,192
Ischemic heart diseases (I20-I25),5-14,1,1455853,194
Other diseases of heart (I00-I09I26-I51),5-14,4,1455853,196
Essential (primary) hypertension and hypertensive renal disease (I10I12),5-14,0,1455853,198
Cerebrovascular diseases (I60-I69),5-14,5,1455853,200
Atherosclerosis (I70),5-14,0,1455853,202
Other diseases of circulatory system (I71-I78),5-14,0,1455853,204
Influenza and pneumonia (J09-J18),5-14,3,1455853,206
Chronic lower respiratory diseases (J40-J47),5-14,2,1455853,208
Peptic ulcer (K25-K28),5-14,0,1455853,210
Chronic liver disease and cirrhosis (K70K73-K74),5-14,0,1455853,212
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),5-14,0,1455853,214
Pregnancy childbirth and the puerperium (O00-O99),5-14,0,1455853,216
Certain conditions originating in the perinatal period (P00-P96),5-14,2,1455853,218
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),5-14,18,1455853,220
Sudden infant death syndrome (R95),5-14,0,1455853,222
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),5-14,3,1455853,224
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),5-14,39,1455853,226
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),5-14,33,1455853,228
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),5-14,28,1455853,230
Intentional self-harm (suicide) (*U03X60-X84Y87.0),5-14,17,1455853,232
Assault (homicide) (*U01-*U02X85-Y09Y87.1),5-14,16,1455853,234
All other external causes (Y10-Y36Y87.2Y89),5-14,2,1455853,236
Tuberculosis (A16-A19),15-24,0,1548556,240
Syphilis (A50-A53),15-24,0,1548556,242
Human immunodeficiency virus (HIV) disease (B20-B24),15-24,1,1548556,244
Malignant neoplasm of stomach (C16),15-24,0,1548556,246
Malignant neoplasms of colon rectum and anus (C18-C21),15-24,5,1548556,248
Malignant neoplasm of pancreas (C25),15-24,0,1548556,250
Malignant neoplasms of trachea bronchus and lung (C33-C34),15-24,1,1548556,252
Malignant neoplasm of breast (C50),15-24,1,1548556,254
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),15-24,1,1548556,256
Malignant neoplasm of prostate (C61),15-24,0,1548556,258
Malignant neoplasms of urinary tract (C64-C68),15-24,1,1548556,260
Non-Hodgkin’s lymphoma (C82-C85),15-24,3,1548556,262
Leukemia (C91-C95),15-24,9,1548556,264
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),15-24,30,1548556,266
Diabetes mellitus (E10-E14),15-24,8,1548556,268
Alzheimer’s disease (G30),15-24,0,1548556,270
Hypertensive heart disease with or without renal disease (I11I13),15-24,6,1548556,272
Ischemic heart diseases (I20-I25),15-24,3,1548556,274
Other diseases of heart (I00-I09I26-I51),15-24,36,1548556,276
Essential (primary) hypertension and hypertensive renal disease (I10I12),15-24,1,1548556,278
Cerebrovascular diseases (I60-I69),15-24,7,1548556,280
Atherosclerosis (I70),15-24,0,1548556,282
Other diseases of circulatory system (I71-I78),15-24,3,1548556,284
Influenza and pneumonia (J09-J18),15-24,10,1548556,286
Chronic lower respiratory diseases (J40-J47),15-24,6,1548556,288
Peptic ulcer (K25-K28),15-24,0,1548556,290
Chronic liver disease and cirrhosis (K70K73-K74),15-24,1,1548556,292
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),15-24,1,1548556,294
Pregnancy childbirth and the puerperium (O00-O99),15-24,11,1548556,296
Certain conditions originating in the perinatal period (P00-P96),15-24,1,1548556,298
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),15-24,15,1548556,300
Sudden infant death syndrome (R95),15-24,0,1548556,302
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),15-24,8,1548556,304
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),15-24,110,1548556,306
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),15-24,205,1548556,308
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),15-24,396,1548556,310
Intentional self-harm (suicide) (*U03X60-X84Y87.0),15-24,198,1548556,312
Assault (homicide) (*U01-*U02X85-Y09Y87.1),15-24,196,1548556,314
All other external causes (Y10-Y36Y87.2Y89),15-24,15,1548556,316
Tuberculosis (A16-A19),25-34,0,1507735,320
Syphilis (A50-A53),25-34,0,1507735,322
Human immunodeficiency virus (HIV) disease (B20-B24),25-34,18,1507735,324
Malignant neoplasm of stomach (C16),25-34,3,1507735,326
Malignant neoplasms of colon rectum and anus (C18-C21),25-34,8,1507735,328
Malignant neoplasm of pancreas (C25),25-34,3,1507735,330
Malignant neoplasms of trachea bronchus and lung (C33-C34),25-34,5,1507735,332
Malignant neoplasm of breast (C50),25-34,15,1507735,334
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),25-34,14,1507735,336
Malignant neoplasm of prostate (C61),25-34,0,1507735,338
Malignant neoplasms of urinary tract (C64-C68),25-34,4,1507735,340
Non-Hodgkin’s lymphoma (C82-C85),25-34,4,1507735,342
Leukemia (C91-C95),25-34,16,1507735,344
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),25-34,74,1507735,346
Diabetes mellitus (E10-E14),25-34,28,1507735,348
Alzheimer’s disease (G30),25-34,0,1507735,350
Hypertensive heart disease with or without renal disease (I11I13),25-34,21,1507735,352
Ischemic heart diseases (I20-I25),25-34,38,1507735,354
Other diseases of heart (I00-I09I26-I51),25-34,93,1507735,356
Essential (primary) hypertension and hypertensive renal disease (I10I12),25-34,6,1507735,358
Cerebrovascular diseases (I60-I69),25-34,23,1507735,360
Atherosclerosis (I70),25-34,0,1507735,362
Other diseases of circulatory system (I71-I78),25-34,6,1507735,364
Influenza and pneumonia (J09-J18),25-34,24,1507735,366
Chronic lower respiratory diseases (J40-J47),25-34,12,1507735,368
Peptic ulcer (K25-K28),25-34,1,1507735,370
Chronic liver disease and cirrhosis (K70K73-K74),25-34,31,1507735,372
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),25-34,12,1507735,374
Pregnancy childbirth and the puerperium (O00-O99),25-34,16,1507735,376
Certain conditions originating in the perinatal period (P00-P96),25-34,0,1507735,378
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),25-34,18,1507735,380
Sudden infant death syndrome (R95),25-34,0,1507735,382
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),25-34,38,1507735,384
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),25-34,229,1507735,386
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),25-34,196,1507735,388
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),25-34,1223,1507735,390
Intentional self-harm (suicide) (*U03X60-X84Y87.0),25-34,302,1507735,392
Assault (homicide) (*U01-*U02X85-Y09Y87.1),25-34,192,1507735,394
All other external causes (Y10-Y36Y87.2Y89),25-34,27,1507735,396
Tuberculosis (A16-A19),35-44,1,1382604,400
Syphilis (A50-A53),35-44,0,1382604,402
Human immunodeficiency virus (HIV) disease (B20-B24),35-44,22,1382604,404
Malignant neoplasm of stomach (C16),35-44,11,1382604,406
Malignant neoplasms of colon rectum and anus (C18-C21),35-44,50,1382604,408
Malignant neoplasm of pancreas (C25),35-44,15,1382604,410
Malignant neoplasms of trachea bronchus and lung (C33-C34),35-44,44,1382604,412
Malignant neoplasm of breast (C50),35-44,62,1382604,414
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),35-44,35,1382604,416
Malignant neoplasm of prostate (C61),35-44,0,1382604,418
Malignant neoplasms of urinary tract (C64-C68),35-44,13,1382604,420
Non-Hodgkin’s lymphoma (C82-C85),35-44,11,1382604,422
Leukemia (C91-C95),35-44,20,1382604,424
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),35-44,130,1382604,426
Diabetes mellitus (E10-E14),35-44,94,1382604,428
Alzheimer’s disease (G30),35-44,0,1382604,430
Hypertensive heart disease with or without renal disease (I11I13),35-44,61,1382604,432
Ischemic heart diseases (I20-I25),35-44,221,1382604,434
Other diseases of heart (I00-I09I26-I51),35-44,192,1382604,436
Essential (primary) hypertension and hypertensive renal disease (I10I12),35-44,10,1382604,438
Cerebrovascular diseases (I60-I69),35-44,72,1382604,440
Atherosclerosis (I70),35-44,0,1382604,442
Other diseases of circulatory system (I71-I78),35-44,22,1382604,444
Influenza and pneumonia (J09-J18),35-44,60,1382604,446
Chronic lower respiratory diseases (J40-J47),35-44,29,1382604,448
Peptic ulcer (K25-K28),35-44,7,1382604,450
Chronic liver disease and cirrhosis (K70K73-K74),35-44,95,1382604,452
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),35-44,18,1382604,454
Pregnancy childbirth and the puerperium (O00-O99),35-44,8,1382604,456
Certain conditions originating in the perinatal period (P00-P96),35-44,0,1382604,458
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),35-44,20,1382604,460
Sudden infant death syndrome (R95),35-44,0,1382604,462
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),35-44,32,1382604,464
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),35-44,464,1382604,466
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),35-44,180,1382604,468
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),35-44,1125,1382604,470
Intentional self-harm (suicide) (*U03X60-X84Y87.0),35-44,251,1382604,472
Assault (homicide) (*U01-*U02X85-Y09Y87.1),35-44,115,1382604,474
All other external causes (Y10-Y36Y87.2Y89),35-44,36,1382604,476
Tuberculosis (A16-A19),45-54,2,1548618,480
Syphilis (A50-A53),45-54,0,1548618,482
Human immunodeficiency virus (HIV) disease (B20-B24),45-54,41,1548618,484
Malignant neoplasm of stomach (C16),45-54,22,1548618,486
Malignant neoplasms of colon rectum and anus (C18-C21),45-54,231,1548618,488
Malignant neoplasm of pancreas (C25),45-54,101,1548618,490
Malignant neoplasms of trachea bronchus and lung (C33-C34),45-54,452,1548618,492
Malignant neoplasm of breast (C50),45-54,198,1548618,494
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),45-54,121,1548618,496
Malignant neoplasm of prostate (C61),45-54,18,1548618,498
Malignant neoplasms of urinary tract (C64-C68),45-54,62,1548618,500
Non-Hodgkin’s lymphoma (C82-C85),45-54,53,1548618,502
Leukemia (C91-C95),45-54,56,1548618,504
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),45-54,527,1548618,506
Diabetes mellitus (E10-E14),45-54,307,1548618,508
Alzheimer’s disease (G30),45-54,2,1548618,510
Hypertensive heart disease with or without renal disease (I11I13),45-54,213,1548618,512
Ischemic heart diseases (I20-I25),45-54,868,1548618,514
Other diseases of heart (I00-I09I26-I51),45-54,399,1548618,516
Essential (primary) hypertension and hypertensive renal disease (I10I12),45-54,57,1548618,518
Cerebrovascular diseases (I60-I69),45-54,203,1548618,520
Atherosclerosis (I70),45-54,1,1548618,522
Other diseases of circulatory system (I71-I78),45-54,37,1548618,524
Influenza and pneumonia (J09-J18),45-54,86,1548618,526
Chronic lower respiratory diseases (J40-J47),45-54,236,1548618,528
Peptic ulcer (K25-K28),45-54,10,1548618,530
Chronic liver disease and cirrhosis (K70K73-K74),45-54,294,1548618,532
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),45-54,91,1548618,534
Pregnancy childbirth and the puerperium (O00-O99),45-54,0,1548618,536
Certain conditions originating in the perinatal period (P00-P96),45-54,0,1548618,538
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),45-54,32,1548618,540
Sudden infant death syndrome (R95),45-54,0,1548618,542
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),45-54,54,1548618,544
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),45-54,1064,1548618,546
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),45-54,209,1548618,548
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),45-54,1066,1548618,550
Intentional self-harm (suicide) (*U03X60-X84Y87.0),45-54,305,1548618,552
Assault (homicide) (*U01-*U02X85-Y09Y87.1),45-54,91,1548618,554
All other external causes (Y10-Y36Y87.2Y89),45-54,29,1548618,556
Tuberculosis (A16-A19),55-64,2,1606212,560
Syphilis (A50-A53),55-64,0,1606212,562
Human immunodeficiency virus (HIV) disease (B20-B24),55-64,28,1606212,564
Malignant neoplasm of stomach (C16),55-64,80,1606212,566
Malignant neoplasms of colon rectum and anus (C18-C21),55-64,409,1606212,568
Malignant neoplasm of pancreas (C25),55-64,346,1606212,570
Malignant neoplasms of trachea bronchus and lung (C33-C34),55-64,1610,1606212,572
Malignant neoplasm of breast (C50),55-64,356,1606212,574
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),55-64,274,1606212,576
Malignant neoplasm of prostate (C61),55-64,132,1606212,578
Malignant neoplasms of urinary tract (C64-C68),55-64,176,1606212,580
Non-Hodgkin’s lymphoma (C82-C85),55-64,109,1606212,582
Leukemia (C91-C95),55-64,109,1606212,584
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),55-64,1467,1606212,586
Diabetes mellitus (E10-E14),55-64,623,1606212,588
Alzheimer’s disease (G30),55-64,45,1606212,590
Hypertensive heart disease with or without renal disease (I11I13),55-64,346,1606212,592
Ischemic heart diseases (I20-I25),55-64,2202,1606212,594
Other diseases of heart (I00-I09I26-I51),55-64,947,1606212,596
Essential (primary) hypertension and hypertensive renal disease (I10I12),55-64,150,1606212,598
Cerebrovascular diseases (I60-I69),55-64,484,1606212,600
Atherosclerosis (I70),55-64,12,1606212,602
Other diseases of circulatory system (I71-I78),55-64,116,1606212,604
Influenza and pneumonia (J09-J18),55-64,219,1606212,606
Chronic lower respiratory diseases (J40-J47),55-64,930,1606212,608
Peptic ulcer (K25-K28),55-64,31,1606212,610
Chronic liver disease and cirrhosis (K70K73-K74),55-64,570,1606212,612
Nephritis nephrotic syndrome and nephrosis (N00-N07N17-N19N25-N27),55-64,253,1606212,614
Pregnancy childbirth and the puerperium (O00-O99),55-64,0,1606212,616
Certain conditions originating in the perinatal period (P00-P96),55-64,0,1606212,618
Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),55-64,52,1606212,620
Sudden infant death syndrome (R95),55-64,0,1606212,622
Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (excluding Sudden infant death syndrome) (R00-R94R96-R99),55-64,126,1606212,624
All other diseases (Residual) (A00-A09A20-A49A54-B19B25-B99D00-E07E15-G25G31-H93I80-J06J20-J39J60-K22K29-K66K71-K72K75-M99N10-N15N20-N23N28-N98U049U070U071),55-64,2450,1606212,626
Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),55-64,209,1606212,628
All other and unspecified accidents and adverse effects (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9V90-X59Y40-Y86Y88),55-64,880,1606212,630
Intentional self-harm (suicide) (*U03X60-X84Y87.0),55-64,327,1606212,632
Assault (homicide) (*U01-*U02X85-Y09Y87.1),55-64,57,1606212,634
All other external causes (Y10-Y36Y87.2Y89),55-64,29,1606212,636
Tuberculosis (A16-A19),65-74,1,1083314,640
Syphilis (A50-A53),65-74,0,1083314,642
Human immunodeficiency virus (HIV) disease (B20-B24),65-74,9,1083314,644
Malignant neoplasm of stomach (C16),65-74,89,1083314,646
Malignant neoplasms of colon rectum and anus (C18-C21),65-74,569,1083314,648
Malignant neoplasm of pancreas (C25),65-74,520,1083314,650
Malignant neoplasms of trachea bronchus and lung (C33-C34),65-74,2251,1083314,652
Malignant neoplasm of breast (C50),65-74,418,1083314,654
Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),65-74,327,1083314,656
Malignant neoplasm of prostate (C61),65-74,249,1083314,658
Malignant neoplasms of urinary tract (C64-C68),65-74,337,1083314,660
Non-Hodgkin’s lymphoma (C82-C85),65-74,204,1083314,662
Leukemia (C91-C95),65-74,224,1083314,664
Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),65-74,1823,1083314,666
Diabetes mellitus (E10-E14),65-74,915,1083314,668
Alzheimer’s disease (G30),65-74,284,1083314,670
Hypertensive heart disease with or without renal disease (I11I13),65-74,304,1083314,672
Ischemic heart diseases (I20-I25),65-74,2893,1083314,674
Other diseases of heart (I00-I09I26-I51),65-74,1562,1083314,676
Essential (primary) hypertension and hypertensive renal disease (I10I12),65-74,211,1083314,678
Cerebrovascular diseases (I60-I69),65-74,921,1083314,680
Atherosclerosis (I70),65-74,36,1083314,682
Other diseases of circulatory system (I71-I78),65-74,195,1083314,684
Influenza and pneumonia (J09-J18),65-74,355,1083314,686
Chronic lower respiratory diseases (J40-J47),65-74,1829,1083314,688
Peptic ulcer (K25-K28),65-74,27,1083314,690
